preset,family,pattern_kind,side,base_idx,tip_idx,conf_idx,flag_end_idx,exit_idx,support_pivot_idx,resist_pivot_idx,flag_extreme_idx,base_time,tip_time,entry_time,exit_time,base_price,tip_price,entry_price,exit_price,support_tip_price,support_conf_price,resist_tip_price,resist_conf_price,flag_extreme_price,structure_stop_price,target_price,target_hit,flag_width,pole_width,hold_bars,holding_bars,flag_height_log,flag_height_ratio,pole_height_log,support_intercept_log,support_slope,resist_intercept_log,resist_slope,flag_quality_score,gross_log_return,gross_return_pct,gross_r,structure_r,net_pnl,net_return_pct,fees,exit_reason
baseline,bull_flag,flag,long,821,859,869,868,879,862,865,868,2022-01-03T20:25:00,2022-01-03T23:35:00,2022-01-04T00:25:00,2022-01-04T01:15:00,3683.36,3771.71,3764.21,3752.84,3764.573819,3746.391909,3772.212552,3761.730798,3748.17,3746.391909,3854.499288,false,10,38,10,10,0.006261,0.264132,0.023703,8.23339,-0.000484,8.235417,-0.000278,3.791587,-0.003025,-0.302055,-0.127626,-0.638116,-34.1995,-0.341995,3.993959,固定持有期
baseline,bear_flag,flag,short,859,890,900,899,910,890,896,896,2022-01-03T23:35:00,2022-01-04T02:10:00,2022-01-04T03:00:00,2022-01-04T03:50:00,3771.71,3715.0,3721.52,3747.1,3715.0,3726.787277,3724.159195,3735.917951,3731.21,3735.917951,3665.564638,false,10,31,10,10,0.004354,0.28739,0.01515,8.220134,0.000317,8.222596,0.000315,3.327756,-0.00685,-0.687354,-0.452152,-1.776642,-72.749103,-0.727491,4.013747,固定持有期
baseline,bull_flag,flag,long,890,918,928,927,938,923,918,924,2022-01-04T02:10:00,2022-01-04T04:30:00,2022-01-04T05:20:00,2022-01-04T06:10:00,3715.0,3748.47,3742.34,3746.14,3735.06188,3724.825144,3748.47,3735.365569,3729.92,3724.825144,3776.056318,false,10,28,10,10,0.004961,0.553119,0.008969,8.22552,-0.000274,8.229103,-0.00035,2.204757,0.001015,0.101541,0.113155,0.216959,6.152044,0.06152,4.002031,固定持有期
baseline,bull_flag,flag,long,924,962,973,972,984,969,967,969,2022-01-04T05:00:00,2022-01-04T08:10:00,2022-01-04T09:05:00,2022-01-04T10:00:00,3729.92,3775.08,3775.66,3767.52,3767.333595,3764.185567,3775.308596,3772.804138,3765.33,3764.185567,3821.373797,false,11,38,11,11,0.002586,0.214883,0.012035,8.234123,-0.000076,8.236237,-0.00006,4.174039,-0.002158,-0.215591,-0.179334,-0.709403,-25.554833,-0.255548,3.995688,固定持有期
baseline,bull_flag,flag,long,924,973,983,982,993,981,977,981,2022-01-04T05:00:00,2022-01-04T09:05:00,2022-01-04T09:55:00,2022-01-04T10:45:00,3729.92,3775.66,3765.31,3802.16,3773.20291,3759.504253,3779.164411,3764.769866,3762.24,3759.504253,3811.483987,false,10,49,10,10,0.003561,0.292136,0.012188,8.235679,-0.000364,8.237258,-0.000382,4.013837,0.009739,0.978671,0.799048,6.347159,93.847534,0.938475,4.019573,固定持有期
baseline,bull_flag,flag,long,981,1007,1017,1016,1027,1012,1016,1013,2022-01-04T09:45:00,2022-01-04T11:55:00,2022-01-04T12:45:00,2022-01-04T13:35:00,3762.24,3836.19,3820.72,3844.25,3828.706487,3810.315651,3836.152992,3820.719443,3819.37,3810.315651,3895.819474,false,10,26,10,10,0.004394,0.225747,0.019465,8.250282,-0.000481,8.252225,-0.000403,3.697844,0.00614,0.615853,0.315417,2.261554,57.572934,0.575729,4.012317,固定持有期
baseline,bear_flag,flag,short,1124,1152,1162,1161,1172,1152,1155,1159,2022-01-04T21:40:00,2022-01-05T00:00:00,2022-01-05T00:50:00,2022-01-05T01:40:00,3829.57,3772.64,3801.59,3802.84,3772.64,3805.826666,3790.325437,3809.374058,3802.59,3809.374058,3745.075948,false,10,28,10,10,0.007907,0.527951,0.014978,8.23553,0.000876,8.240207,0.000501,2.256469,-0.000329,-0.032881,-0.02195,-0.160585,-7.288755,-0.072888,4.000658,固定持有期
baseline,bear_flag,flag,short,1272,1305,1315,1314,1325,1309,1307,1314,2022-01-05T10:00:00,2022-01-05T12:45:00,2022-01-05T13:35:00,2022-01-05T14:25:00,3841.82,3771.46,3804.91,3810.61,3767.544524,3806.302174,3783.148522,3810.384006,3807.28,3810.384006,3735.225978,false,10,33,10,10,0.009453,0.511406,0.018484,8.234179,0.001023,8.238312,0.000717,2.493237,-0.001497,-0.149806,-0.080986,-1.041285,-18.98364,-0.189836,4.002996,固定持有期
baseline,bear_flag,flag,short,1272,1327,1338,1337,1349,1329,1330,1337,2022-01-05T10:00:00,2022-01-05T14:35:00,2022-01-05T15:30:00,2022-01-05T16:25:00,3841.82,3793.36,3813.62,3819.13,3788.599777,3814.910438,3815.456487,3828.796293,3820.59,3828.796293,3765.51571,false,11,55,11,11,0.007153,0.563468,0.012694,8.239752,0.000629,8.246816,0.000317,3.064834,-0.001444,-0.144482,-0.113737,-0.363066,-18.451104,-0.184511,4.00289,固定持有期
baseline,bear_flag,flag,short,1337,1371,1381,1380,1391,1371,1376,1376,2022-01-05T15:25:00,2022-01-05T18:15:00,2022-01-05T19:05:00,2022-01-05T19:55:00,3820.59,3730.61,3734.16,3653.62,3730.61,3741.206158,3747.643192,3759.085528,3753.36,3759.085528,3646.215542,true,10,34,10,10,0.00608,0.255094,0.023833,8.224327,0.000284,8.228882,0.000305,3.712075,0.021804,2.156844,0.91488,3.231225,211.727521,2.117275,3.956863,固定持有期
baseline,bear_flag,flag,short,1337,1422,1432,1431,1442,1422,1424,1431,2022-01-05T15:25:00,2022-01-05T22:30:00,2022-01-05T23:20:00,2022-01-06T00:10:00,3820.59,3422.77,3551.11,3534.75,3422.77,3543.61385,3530.969213,3544.293214,3542.99,3544.293214,3181.34968,false,10,85,10,10,0.034521,0.313955,0.109955,8.138205,0.00347,8.169328,0.000377,5.311101,0.004618,0.460701,0.041996,16359999999.999218,42.079316,0.420793,3.990786,固定持有期
baseline,bear_flag,flag,short,1437,1495,1505,1504,1515,1504,1499,1503,2022-01-05T23:45:00,2022-01-06T04:35:00,2022-01-06T05:25:00,2022-01-06T06:15:00,3552.49,3413.3,3468.99,3463.44,3413.327663,3477.868637,3424.12205,3488.501461,3473.64,3488.501461,3333.071611,false,10,58,10,10,0.017523,0.438424,0.039969,8.135443,0.001873,8.1386,0.001863,3.688537,0.001601,0.159989,0.04006,0.284448,12.002093,0.120021,3.9968,固定持有期
baseline,bear_flag,flag,short,1529,1559,1572,1571,1585,1559,1561,1569,2022-01-06T07:25:00,2022-01-06T09:55:00,2022-01-06T11:00:00,2022-01-06T12:05:00,3461.47,3307.5,3353.16,3336.05,3307.5,3351.849871,3329.169159,3367.712079,3356.24,3367.712079,3204.007748,false,13,30,13,13,0.014629,0.321504,0.045501,8.103948,0.001025,8.110478,0.000885,2.789304,0.005116,0.510265,0.112431,1.175777,47.0367,0.470367,3.989795,固定持有期
baseline,bull_flag,flag,long,1589,1615,1625,1624,1635,1622,1624,1622,2022-01-06T12:25:00,2022-01-06T14:35:00,2022-01-06T15:25:00,2022-01-06T16:15:00,3318.95,3420.9,3378.06,3406.26,3408.113144,3344.175769,3420.867113,3372.870832,3363.23,3344.175769,3481.825714,false,10,26,10,10,0.017002,0.561948,0.030255,8.133914,-0.001894,8.137649,-0.001413,2.107714,0.008313,0.834799,0.274774,0.832246,79.463171,0.794632,4.016696,固定持有期
baseline,bear_pennant,pennant,short,1681,1707,1717,1716,1727,1707,1711,1711,2022-01-06T20:05:00,2022-01-06T22:15:00,2022-01-06T23:05:00,2022-01-06T23:55:00,3452.22,3417.91,3420.44,3404.6,3417.91,3423.880075,3435.227091,3431.035898,3433.55,3431.035898,3386.445847,false,10,26,10,10,0.004565,0.457083,0.009988,8.136785,0.000175,8.141838,-0.000122,2.352672,0.004642,0.463098,0.46472,1.494918,42.319093,0.423191,3.990738,固定持有期
baseline,bear_flag,flag,short,1711,1739,1753,1752,1767,1744,1741,1752,2022-01-06T22:35:00,2022-01-07T00:55:00,2022-01-07T02:05:00,2022-01-07T03:15:00,3433.55,3366.28,3377.37,3354.49,3359.141841,3390.140171,3379.146175,3393.268178,3391.65,3393.268178,3311.200677,false,14,28,14,14,0.007508,0.379465,0.019786,8.119441,0.000656,8.125378,0.000298,2.381175,0.006798,0.67745,0.343546,1.439159,63.75857,0.637586,3.986451,固定持有期
baseline,bear_flag,flag,short,1752,1782,1792,1791,1802,1782,1785,1791,2022-01-07T02:00:00,2022-01-07T04:30:00,2022-01-07T05:20:00,2022-01-07T06:10:00,3391.65,3161.9,3236.75,3207.04,3161.9,3245.653317,3191.706545,3250.830753,3239.22,3250.830753,3017.492909,false,10,30,10,10,0.024159,0.344429,0.070143,8.058928,0.002614,8.068311,0.001835,2.942012,0.009221,0.917896,0.131464,2.109972,87.807962,0.87808,3.981642,固定持有期
baseline,bull_flag,flag,long,1923,1944,1954,1953,1964,1949,1951,1953,2022-01-07T16:15:00,2022-01-07T18:00:00,2022-01-07T18:50:00,2022-01-07T19:40:00,3095.14,3207.84,3169.2,3183.5,3198.487101,3153.234104,3207.809832,3171.045021,3162.6,3153.234104,3284.596667,false,10,21,10,10,0.014203,0.397133,0.035765,8.070433,-0.001425,8.073344,-0.001153,2.350828,0.004502,0.451218,0.125879,0.895659,41.112773,0.411128,4.009024,固定持有期
baseline,bull_pennant,pennant,long,2002,2053,2063,2062,2073,2056,2053,2056,2022-01-07T22:50:00,2022-01-08T03:05:00,2022-01-08T03:55:00,2022-01-08T04:45:00,3171.28,3210.46,3202.85,3222.4,3184.272409,3190.268327,3210.46,3194.396869,3186.07,3190.268327,3242.420036,false,10,51,10,10,0.007626,0.621067,0.012279,8.065979,0.000188,8.07417,-0.000502,3.006079,0.006085,0.610394,0.495595,1.553847,57.027179,0.570272,4.012208,固定持有期
baseline,bear_flag,flag,short,2210,2248,2258,2257,2268,2253,2250,2256,2022-01-08T16:10:00,2022-01-08T19:20:00,2022-01-08T20:10:00,2022-01-08T21:00:00,3176.19,2999.59,3008.51,3045.63,2999.618299,3013.858561,3031.249769,3035.553365,3034.72,3035.553365,2841.233211,false,10,38,10,10,0.011644,0.203535,0.057207,8.00624,0.000474,8.01673,0.000142,4.467902,-0.012263,-1.233833,-0.21436,-1.37261,-127.408013,-1.27408,4.024677,固定持有期
baseline,bull_flag,flag,long,2248,2288,2298,2297,2308,2293,2291,2297,2022-01-08T19:20:00,2022-01-08T22:40:00,2022-01-08T23:30:00,2022-01-09T00:20:00,2999.59,3126.81,3091.56,3075.47,3120.452745,3080.019091,3129.522776,3087.44638,3090.25,3080.019091,3222.680674,false,10,40,10,10,0.011761,0.283148,0.041538,8.045733,-0.001304,8.048636,-0.001354,3.719032,-0.005218,-0.520449,-0.125623,-1.394171,-56.034513,-0.560345,3.989591,固定持有期
baseline,bull_flag,flag,long,2487,2546,2556,2555,2566,2550,2546,2550,2022-01-09T15:15:00,2022-01-09T20:10:00,2022-01-09T21:00:00,2022-01-09T21:50:00,3079.08,3205.05,3197.34,3188.15,3195.624517,3185.647585,3205.05,3191.695487,3191.63,3185.647585,3328.148202,false,10,59,10,10,0.004196,0.104645,0.040097,8.069538,-0.000313,8.072483,-0.000418,8.093672,-0.002878,-0.287426,-0.071786,-0.78598,-32.736894,-0.327369,3.994251,固定持有期
