trade_no,conf_idx,exit_idx,entry_time,exit_time,side,family,gross_r,net_pnl,fees,cumulative_gross_r,cumulative_net_pnl,nav,peak_nav,drawdown,drawdown_pct
626,48647,48661,2022-06-18T21:55:00,2022-06-18T23:05:00,short,bear_flag,-0.390798,-469.216708,4.093025,10.308291999999993,-1349.8572969999977,0.8650142703000002,1.2098789715,-0.3448647011999998,-0.2850406605318867
627,48686,48696,2022-06-19T01:10:00,2022-06-19T02:00:00,long,bull_flag,-0.245061,-301.626251,3.940463,10.063230999999993,-1651.4835479999979,0.8348516452000002,1.2098789715,-0.3750273262999998,-0.309970943486226
628,48713,48724,2022-06-19T03:25:00,2022-06-19T04:20:00,short,bear_flag,0.139834,85.645151,3.982075,10.203064999999993,-1565.838396999998,0.8434161603000002,1.2098789715,-0.3664628111999998,-0.3028921237846308
629,48769,48779,2022-06-19T08:05:00,2022-06-19T08:55:00,long,bull_flag,0.304883,95.163726,4.019837,10.507947999999994,-1470.674670999998,0.8529325329000002,1.2098789715,-0.35694643859999986,-0.2950265662998176
630,48810,48824,2022-06-19T11:30:00,2022-06-19T12:40:00,long,bull_pennant,-0.24281,-275.266124,3.945736,10.265137999999993,-1745.940794999998,0.8254059205000002,1.2098789715,-0.38447305099999984,-0.3177781084361956
631,48829,48839,2022-06-19T13:05:00,2022-06-19T13:55:00,long,bull_flag,-0.142614,-157.589921,3.969276,10.122523999999993,-1903.530715999998,0.8096469284000002,1.2098789715,-0.4002320430999998,-0.3308033716825368
632,48931,48941,2022-06-19T21:35:00,2022-06-19T22:25:00,long,bull_flag,0.061516,54.848558,4.011772,10.184039999999992,-1848.682157999998,0.8151317842000002,1.2098789715,-0.3947471872999998,-0.32626997955886017
633,49187,49197,2022-06-20T18:55:00,2022-06-20T19:45:00,short,bear_flag,-0.098732,-57.659967,4.01073,10.085307999999992,-1906.342124999998,0.8093657875000002,1.2098789715,-0.4005131839999998,-0.33103574277635905
634,49533,49543,2022-06-21T23:45:00,2022-06-22T00:35:00,long,bull_flag,-0.196606,-44.71656,3.991855,9.888701999999993,-1951.0586849999981,0.8048941315000002,1.2098789715,-0.4049848399999998,-0.3347316959298021
635,49631,49641,2022-06-22T07:55:00,2022-06-22T08:45:00,short,bear_flag,-0.042067,-18.051935,4.00281,9.846634999999994,-1969.110619999998,0.8030889380000001,1.2098789715,-0.40679003349999987,-0.3362237406239603
636,49668,49679,2022-06-22T11:00:00,2022-06-22T11:55:00,long,bull_pennant,0.18262,35.44616,4.007891,10.029254999999994,-1933.6644599999981,0.8066335540000001,1.2098789715,-0.40324541749999987,-0.33329401287143523
637,49720,49730,2022-06-22T15:20:00,2022-06-22T16:10:00,long,bull_flag,-0.997644,-382.897532,3.924205,9.031610999999995,-2316.561991999998,0.7683438008000002,1.2098789715,-0.4415351706999998,-0.36494160250804875
638,49764,49774,2022-06-22T19:00:00,2022-06-22T19:50:00,long,bull_flag,-0.503421,-123.537388,3.976088,8.528189999999995,-2440.0993799999983,0.7559900620000002,1.2098789715,-0.4538889094999998,-0.37515232530843257
639,49794,49805,2022-06-22T21:30:00,2022-06-22T22:25:00,short,bear_flag,-0.111088,-43.855806,4.00797,8.417101999999995,-2483.9551859999983,0.7516044814000001,1.2098789715,-0.4582744900999999,-0.37877713465160423
640,49805,49815,2022-06-22T22:25:00,2022-06-22T23:15:00,short,bear_flag,-0.049156,-22.759257,4.003751,8.367945999999995,-2506.7144429999985,0.7493285557000001,1.2098789715,-0.4605504157999999,-0.3806582531383387
641,49867,49877,2022-06-23T03:35:00,2022-06-23T04:25:00,long,bull_flag,0.049565,15.024365,4.003806,8.417510999999994,-2491.6900779999983,0.7508309922000002,1.2098789715,-0.45904797929999985,-0.3794164458705115
642,50079,50092,2022-06-23T21:15:00,2022-06-23T22:20:00,long,bull_flag,0.099684,47.637547,4.01033,8.517194999999994,-2444.0525309999985,0.7555947469000002,1.2098789715,-0.45428422459999984,-0.37547906468428094
643,50125,50135,2022-06-24T01:05:00,2022-06-24T01:55:00,long,bull_flag,0.119497,29.301676,4.006662,8.636691999999995,-2414.7508549999984,0.7585249145000001,1.2098789715,-0.45135405699999986,-0.3730571963246986
644,50271,50281,2022-06-24T13:15:00,2022-06-24T14:05:00,long,bull_flag,-0.019765,-17.105915,3.997378,8.616926999999995,-2431.8567699999985,0.7568143230000002,1.2098789715,-0.45306464849999983,-0.37447104972681133
645,50284,50294,2022-06-24T14:20:00,2022-06-24T15:10:00,long,bull_flag,-0.148956,-97.028113,3.981391,8.467970999999995,-2528.8848829999984,0.7471115117000002,1.2098789715,-0.4627674597999998,-0.38249070419520037
646,50305,50315,2022-06-24T16:05:00,2022-06-24T16:55:00,short,bear_flag,-0.182108,-44.870109,4.008172,8.285862999999996,-2573.7549919999983,0.7426245008000001,1.2098789715,-0.4672544706999999,-0.3861993486180696
647,50363,50373,2022-06-24T20:55:00,2022-06-24T21:45:00,long,bull_flag,0.148916,42.766016,4.009355,8.434778999999995,-2530.9889759999983,0.7469011024000002,1.2098789715,-0.46297786909999983,-0.3826646135737055
648,50567,50578,2022-06-25T13:55:00,2022-06-25T14:50:00,short,bear_flag,0.054407,13.93071,3.996415,8.489185999999995,-2517.058265999998,0.7482941734000002,1.2098789715,-0.46158479809999986,-0.3815132000581265
649,50969,50979,2022-06-26T23:25:00,2022-06-27T00:15:00,short,bear_flag,0.308424,96.347345,3.979935,8.797609999999995,-2420.710920999998,0.7579289079000002,1.2098789715,-0.4519500635999998,-0.3735498130359891
650,50983,50994,2022-06-27T00:35:00,2022-06-27T01:30:00,short,bear_flag,-0.275484,-118.120415,4.02282,8.522125999999995,-2538.831335999998,0.7461168664000002,1.2098789715,-0.4637621050999998,-0.3833128073339688
651,51024,51034,2022-06-27T04:00:00,2022-06-27T04:50:00,long,bull_pennant,0.167709,32.911755,4.007384,8.689834999999995,-2505.919580999998,0.7494080419000002,1.2098789715,-0.4604709295999998,-0.3805925554926465
652,51170,51189,2022-06-27T16:10:00,2022-06-27T17:45:00,short,bear_pennant,-0.029531,-17.776976,4.002755,8.660303999999995,-2523.696556999998,0.7476303443000002,1.2098789715,-0.4622486271999998,-0.382061874029356
653,51300,51310,2022-06-28T03:00:00,2022-06-28T03:50:00,short,bear_flag,-0.168463,-67.222906,4.012642,8.491840999999996,-2590.919462999998,0.7409080537000001,1.2098789715,-0.4689709177999999,-0.38761804184312154
654,51345,51355,2022-06-28T06:45:00,2022-06-28T07:35:00,short,bear_flag,-0.393202,-93.497379,4.017896,8.098638999999995,-2684.416841999998,0.7315583158000002,1.2098789715,-0.4783206556999998,-0.3953458709237512
655,51386,51399,2022-06-28T10:10:00,2022-06-28T11:15:00,long,bull_flag,-0.021796,-12.175648,3.998365,8.076842999999995,-2696.5924899999977,0.7303407510000002,1.2098789715,-0.47953822049999983,-0.39635222348353694
656,51466,51476,2022-06-28T16:50:00,2022-06-28T17:40:00,short,bear_flag,0.155998,62.078216,3.986787,8.232840999999995,-2634.514273999998,0.7365485726000003,1.2098789715,-0.4733303988999997,-0.39122127919387495
657,51494,51504,2022-06-28T19:10:00,2022-06-28T20:00:00,short,bear_flag,0.071094,16.330669,3.995935,8.303934999999996,-2618.183604999998,0.7381816395000003,1.2098789715,-0.47169733199999975,-0.3898715021182594
658,51559,51569,2022-06-29T00:35:00,2022-06-29T01:25:00,short,bear_flag,-0.400915,-100.776582,4.019351,7.903019999999995,-2718.960186999998,0.7281039813000002,1.2098789715,-0.4817749901999998,-0.39820097840257385
659,51644,51654,2022-06-29T07:40:00,2022-06-29T08:30:00,short,bear_flag,-0.020711,-10.821921,4.001364,7.882308999999995,-2729.782107999998,0.7270217892000002,1.2098789715,-0.48285718229999985,-0.3990954415063158
660,51803,51813,2022-06-29T20:55:00,2022-06-29T21:45:00,long,bull_flag,0.228267,57.562485,4.012315,8.110575999999995,-2672.219622999998,0.7327780377000002,1.2098789715,-0.47710093379999985,-0.39433773545836015
661,51828,51838,2022-06-29T23:00:00,2022-06-29T23:50:00,long,bull_flag,-0.374123,-100.840141,3.980628,7.736452999999995,-2773.0597639999983,0.7226940236000001,1.2098789715,-0.4871849478999999,-0.4026724650780492
662,51963,51973,2022-06-30T10:15:00,2022-06-30T11:05:00,short,bear_flag,0.135183,93.055708,3.980593,7.871635999999994,-2680.0040559999984,0.7319995944000002,1.2098789715,-0.47787937709999984,-0.39498114138435525
663,51981,51992,2022-06-30T11:45:00,2022-06-30T12:40:00,short,bear_flag,-0.237572,-191.129357,4.037418,7.634063999999994,-2871.133412999998,0.7128866587000002,1.2098789715,-0.4969923127999998,-0.4107785361240157
664,52035,52045,2022-06-30T16:15:00,2022-06-30T17:05:00,long,bull_flag,0.071828,21.970094,4.005195,7.705891999999994,-2849.1633189999984,0.7150836681000001,1.2098789715,-0.4947953033999999,-0.408962644244123
665,52048,52058,2022-06-30T17:20:00,2022-06-30T18:10:00,long,bull_flag,-0.005871,-6.42498,3.999515,7.700020999999994,-2855.588298999998,0.7144411701000002,1.2098789715,-0.4954378013999998,-0.4094936874435955
666,52061,52071,2022-06-30T18:25:00,2022-06-30T19:15:00,long,bull_flag,-0.372929,-144.844282,3.971826,7.327091999999994,-3000.432580999998,0.6999567419000001,1.2098789715,-0.5099222295999999,-0.4214654867236858
667,52088,52098,2022-06-30T20:40:00,2022-06-30T21:30:00,short,bear_flag,-0.735373,-184.555392,4.036104,6.591718999999994,-3184.9879729999984,0.6815012027000001,1.2098789715,-0.5283777687999999,-0.4367195242222621
668,52239,52250,2022-07-01T09:15:00,2022-07-01T10:10:00,long,bull_flag,-0.271331,-81.499538,3.984497,6.320387999999994,-3266.4875109999984,0.6733512489000002,1.2098789715,-0.5365277225999998,-0.4434556970064669
669,52268,52278,2022-07-01T11:40:00,2022-07-01T12:30:00,short,bear_flag,-0.132409,-56.795135,4.010557,6.187978999999994,-3323.2826459999983,0.6676717354000001,1.2098789715,-0.5422072360999999,-0.44814997935518697
670,52285,52295,2022-07-01T13:05:00,2022-07-01T13:55:00,short,bear_flag,-0.29347,-109.609286,4.021118,5.894508999999994,-3432.891931999998,0.6567108068000002,1.2098789715,-0.5531681646999999,-0.45720950419874273
671,52301,52311,2022-07-01T14:25:00,2022-07-01T15:15:00,short,bear_pennant,-0.339344,-113.660815,4.021928,5.555164999999994,-3546.5527469999984,0.6453447253000002,1.2098789715,-0.5645342461999998,-0.4666038996446843
672,52489,52499,2022-07-02T06:05:00,2022-07-02T06:55:00,long,bull_flag,-0.006044,-4.763891,3.999847,5.549120999999994,-3551.3166379999984,0.6448683362000001,1.2098789715,-0.5650106353,-0.46699764902889707
673,52539,52549,2022-07-02T10:15:00,2022-07-02T11:05:00,short,bear_flag,-0.358441,-70.136893,4.013225,5.190679999999994,-3621.4535309999983,0.6378546469000002,1.2098789715,-0.5720243245999999,-0.4727946663051824
674,52654,52664,2022-07-02T19:50:00,2022-07-02T20:40:00,long,bull_flag,-0.02068,-9.824917,3.998835,5.169999999999995,-3631.278447999998,0.6368721552000002,1.2098789715,-0.5730068162999998,-0.47360672414166327
675,52849,52859,2022-07-03T12:05:00,2022-07-03T12:55:00,long,bull_flag,-0.808591,-79.413615,3.984914,4.361408999999995,-3710.692062999998,0.6289307937000002,1.2098789715,-0.5809481777999999,-0.48017048935047124
676,52904,52914,2022-07-03T16:40:00,2022-07-03T17:30:00,short,bear_flag,0.090735,7.078824,3.997785,4.452143999999994,-3703.613238999998,0.6296386761000001,1.2098789715,-0.5802402953999999,-0.4795854040513009
677,52966,52976,2022-07-03T21:50:00,2022-07-03T22:40:00,long,bull_flag,-0.058871,-21.474958,3.996504,4.393272999999994,-3725.0881969999978,0.6274911803000003,1.2098789715,-0.5823877911999997,-0.4813603715072088
678,53020,53030,2022-07-04T02:20:00,2022-07-04T03:10:00,short,bear_flag,1.89723,169.964896,3.965214,6.290502999999994,-3555.123300999998,0.6444876699000002,1.2098789715,-0.5653913015999998,-0.4673122807474135
679,53052,53062,2022-07-04T05:00:00,2022-07-04T05:50:00,short,bear_flag,0.024469,1.496802,3.998901,6.314971999999994,-3553.6264989999977,0.6446373501000002,1.2098789715,-0.5652416213999998,-0.4671885657283694
680,53228,53238,2022-07-04T19:40:00,2022-07-04T20:30:00,long,bull_flag,0.002545,-3.374287,4.000125,6.317516999999993,-3557.000785999998,0.6442999214000003,1.2098789715,-0.5655790500999998,-0.4674674603186123
681,53245,53256,2022-07-04T21:05:00,2022-07-04T22:00:00,long,bull_pennant,0.490993,89.754622,4.018755,6.808509999999993,-3467.246163999998,0.6532753836000003,1.2098789715,-0.5566035878999998,-0.4600489809405699
682,53301,53320,2022-07-05T01:45:00,2022-07-05T03:20:00,long,bull_flag,-0.091917,-38.298009,3.993139,6.716592999999993,-3505.544172999998,0.6494455827000002,1.2098789715,-0.5604333887999998,-0.46321442227000453
683,53328,53341,2022-07-05T04:00:00,2022-07-05T05:05:00,short,bear_flag,-0.098502,-18.235498,4.002847,6.6180909999999935,-3523.779670999998,0.6476220329000002,1.2098789715,-0.5622569385999998,-0.4647216389775891
684,53407,53417,2022-07-05T10:35:00,2022-07-05T11:25:00,short,bear_flag,-0.018257,-11.703723,4.00154,6.599833999999993,-3535.483393999998,0.6464516606000001,1.2098789715,-0.5634273108999999,-0.4656889855697437
685,53456,53472,2022-07-05T14:40:00,2022-07-05T16:00:00,short,bear_flag,0.199608,66.972355,3.985808,6.799441999999994,-3468.511038999998,0.6531488961000002,1.2098789715,-0.5567300753999999,-0.4601535265215574
686,53501,53511,2022-07-05T18:25:00,2022-07-05T19:15:00,long,bull_flag,1.015381,210.590159,4.042927,7.814822999999993,-3257.9208799999983,0.6742079120000002,1.2098789715,-0.5356710594999998,-0.4427476401510462
687,53537,53548,2022-07-05T21:25:00,2022-07-05T22:20:00,long,bull_flag,-0.02285,-17.706175,3.997258,7.791972999999993,-3275.627054999998,0.6724372945000001,1.2098789715,-0.5374416769999999,-0.4442111067801131
688,53629,53640,2022-07-06T05:05:00,2022-07-06T06:00:00,long,bull_flag,-0.154025,-49.431821,3.990912,7.6379479999999935,-3325.0588759999982,0.6674941124000002,1.2098789715,-0.5423848590999998,-0.4482967899074687
689,53655,53665,2022-07-06T07:15:00,2022-07-06T08:05:00,short,bear_flag,-0.303098,-71.275069,4.013452,7.334849999999993,-3396.333944999998,0.6603666055000001,1.2098789715,-0.5495123659999999,-0.4541878807255556
690,53675,53685,2022-07-06T08:55:00,2022-07-06T09:45:00,long,bull_flag,0.233264,43.603262,4.009523,7.568113999999993,-3352.730682999998,0.6647269317000002,1.2098789715,-0.5451520397999998,-0.4505839448751836
691,53724,53734,2022-07-06T13:00:00,2022-07-06T13:50:00,short,bear_flag,-0.106635,-26.549445,4.004509,7.4614789999999935,-3379.280127999998,0.6620719872000002,1.2098789715,-0.5478069842999999,-0.452778333373984
692,53879,53889,2022-07-07T01:55:00,2022-07-07T02:45:00,short,bear_flag,0.630363,104.531945,3.978298,8.091841999999993,-3274.748182999998,0.6725251817000002,1.2098789715,-0.5373537897999998,-0.4441384654646837
693,53972,53983,2022-07-07T09:40:00,2022-07-07T10:35:00,long,bull_flag,-0.150768,-30.685128,3.994662,7.941073999999992,-3305.433310999998,0.6694566689000001,1.2098789715,-0.5404223025999999,-0.4466746801376239
694,53983,53994,2022-07-07T10:35:00,2022-07-07T11:30:00,long,bull_flag,-0.220551,-47.046804,3.991389,7.720522999999992,-3352.480114999998,0.6647519885000002,1.2098789715,-0.5451269829999998,-0.4505632347045052
695,53997,54007,2022-07-07T11:45:00,2022-07-07T12:35:00,long,bull_flag,0.033333,1.914976,4.001183,7.753855999999992,-3350.565138999998,0.6649434861000002,1.2098789715,-0.5449354853999998,-0.4504049563936072
696,54103,54113,2022-07-07T20:35:00,2022-07-07T21:25:00,long,bull_flag,-0.027627,-11.762925,3.998447,7.726228999999992,-3362.328063999998,0.6637671936000002,1.2098789715,-0.5461117778999998,-0.4513771962024714
697,54205,54215,2022-07-08T05:05:00,2022-07-08T05:55:00,long,bull_flag,-0.518167,-78.348214,3.985127,7.208061999999992,-3440.676277999998,0.6559323722000001,1.2098789715,-0.5539465992999999,-0.4578529029339361
698,54462,54475,2022-07-09T02:30:00,2022-07-09T03:35:00,short,bear_flag,-0.029208,-11.330429,4.001466,7.178853999999992,-3452.006706999998,0.6547993293000002,1.2098789715,-0.5550796421999998,-0.45878939569617916
699,54535,54545,2022-07-09T08:35:00,2022-07-09T09:25:00,long,bull_flag,-0.269962,-35.298144,3.993739,6.908891999999993,-3487.304850999998,0.6512695149000002,1.2098789715,-0.5586094565999998,-0.4617068894977483
700,54607,54617,2022-07-09T14:35:00,2022-07-09T15:25:00,short,bear_flag,-0.094406,-14.361017,4.002072,6.8144859999999925,-3501.665867999998,0.6498334132000001,1.2098789715,-0.5600455582999999,-0.46289386913276054
701,54687,54697,2022-07-09T21:15:00,2022-07-09T22:05:00,short,bear_flag,-0.279781,-37.967663,4.006792,6.534704999999993,-3539.633530999998,0.6460366469000002,1.2098789715,-0.5638423245999998,-0.4660320064088326
702,54741,54751,2022-07-10T01:45:00,2022-07-10T02:35:00,short,bear_flag,1.808174,200.908744,3.959026,8.342878999999993,-3338.7247869999983,0.6661275213000002,1.2098789715,-0.5437514501999998,-0.4494263170190158
703,54797,54807,2022-07-10T06:25:00,2022-07-10T07:15:00,long,bull_flag,-0.550548,-39.745802,3.992849,7.792330999999993,-3378.470588999998,0.6621529411000002,1.2098789715,-0.5477260303999998,-0.4527114226317469
704,54817,54827,2022-07-10T08:05:00,2022-07-10T08:55:00,short,bear_flag,0.137295,3.322416,3.998536,7.929625999999993,-3375.148172999998,0.6624851827000002,1.2098789715,-0.5473937887999998,-0.4524368153298379
705,54868,54880,2022-07-10T12:20:00,2022-07-10T13:20:00,short,bear_flag,0.416643,49.11768,3.989379,8.346268999999992,-3326.0304929999984,0.6673969507000002,1.2098789715,-0.5424820207999999,-0.44837709686567595
706,54905,54915,2022-07-10T15:25:00,2022-07-10T16:15:00,short,bear_flag,0.15534,32.267155,3.992748,8.501608999999993,-3293.7633379999984,0.6706236662000001,1.2098789715,-0.5392553052999999,-0.4457101230806869
707,55054,55064,2022-07-11T03:50:00,2022-07-11T04:40:00,short,bear_flag,0.177637,35.057429,3.99219,8.679245999999994,-3258.7059089999984,0.6741294091000001,1.2098789715,-0.5357495623999999,-0.4428125250708186
708,55117,55127,2022-07-11T09:05:00,2022-07-11T09:55:00,long,bull_flag,0.162712,7.173193,4.002235,8.841957999999995,-3251.5327159999983,0.6748467284000002,1.2098789715,-0.5350322430999999,-0.44221963990056823
709,55294,55304,2022-07-11T23:50:00,2022-07-12T00:40:00,short,bear_flag,0.166094,73.078093,3.984587,9.008051999999994,-3178.4546229999983,0.6821545377000002,1.2098789715,-0.5277244337999998,-0.436179523928522
710,55350,55361,2022-07-12T04:30:00,2022-07-12T05:25:00,short,bear_flag,-0.345348,-37.113418,4.006621,8.662703999999994,-3215.568040999998,0.6784431959000001,1.2098789715,-0.5314357755999999,-0.43924705538201836
711,55426,55437,2022-07-12T10:50:00,2022-07-12T11:45:00,short,bear_flag,-0.475366,-74.096661,4.014017,8.187337999999995,-3289.664701999998,0.6710335298000001,1.2098789715,-0.5388454416999999,-0.44537135894836066
712,55543,55555,2022-07-12T20:35:00,2022-07-12T21:35:00,short,bear_flag,0.071216,29.158758,3.99337,8.258553999999995,-3260.505943999998,0.6739494056000002,1.2098789715,-0.5359295658999998,-0.4429613031752737
713,55631,55641,2022-07-13T03:55:00,2022-07-13T04:45:00,long,bull_flag,-0.07572,-17.595348,3.99728,8.182833999999994,-3278.101291999998,0.6721898708000003,1.2098789715,-0.5376891006999998,-0.4444156096319092
714,55941,55951,2022-07-14T05:45:00,2022-07-14T06:35:00,short,bear_flag,0.611796,58.201155,3.987562,8.794629999999994,-3219.900136999998,0.6780099863000002,1.2098789715,-0.5318689851999998,-0.4396051156592896
715,56075,56086,2022-07-14T16:55:00,2022-07-14T17:50:00,long,bull_flag,0.695978,448.126789,4.090443,9.490607999999995,-2771.773347999998,0.7228226652000003,1.2098789715,-0.48705630629999974,-0.4025661390710432
716,56304,56314,2022-07-15T12:00:00,2022-07-15T12:50:00,long,bull_flag,0.754672,129.484866,4.026702,10.245279999999994,-2642.288481999998,0.7357711518000002,1.2098789715,-0.4741078196999998,-0.3918638399940153
717,56417,56429,2022-07-15T21:25:00,2022-07-15T22:25:00,long,bull_flag,-0.116427,-55.298797,3.989738,10.128852999999994,-2697.587278999998,0.7302412721000002,1.2098789715,-0.4796376993999998,-0.3964344456746348
718,56474,56487,2022-07-16T02:10:00,2022-07-16T03:15:00,short,bear_pennant,-0.10094,-57.673284,4.010733,10.027912999999995,-2755.260562999998,0.7244739437000002,1.2098789715,-0.48540502779999983,-0.40120130958074085
719,56652,56662,2022-07-16T17:00:00,2022-07-16T17:50:00,long,bull_pennant,-0.033176,-52.70086,3.990258,9.994736999999995,-2807.961422999998,0.7192038577000002,1.2098789715,-0.49067511379999984,-0.4055571882464112
720,56671,56686,2022-07-16T18:35:00,2022-07-16T19:50:00,long,bull_flag,0.003486,0.494998,4.000899,9.998222999999996,-2807.466424999998,0.7192533575000002,1.2098789715,-0.4906256139999998,-0.40551627522852585
721,56748,56758,2022-07-17T01:00:00,2022-07-17T01:50:00,long,bull_pennant,-0.480424,-222.841883,3.956223,9.517798999999997,-3030.308307999998,0.6969691692000002,1.2098789715,-0.5129098022999998,-0.4239348020604884
722,56797,56807,2022-07-17T05:05:00,2022-07-17T05:55:00,long,bull_pennant,-0.141846,-36.384635,3.993522,9.375952999999997,-3066.6929429999977,0.6933307057000002,1.2098789715,-0.5165482657999998,-0.4269420974889634
723,56884,56894,2022-07-17T12:20:00,2022-07-17T13:10:00,short,bear_flag,0.829775,132.834939,3.972638,10.205727999999997,-2933.858003999998,0.7066141996000002,1.2098789715,-0.5032647718999999,-0.4159629051789002
724,56976,56986,2022-07-17T20:00:00,2022-07-17T20:50:00,short,bear_flag,-0.001361,-4.44609,4.000089,10.204366999999998,-2938.304093999998,0.7061695906000003,1.2098789715,-0.5037093808999997,-0.41633038739032235
725,57032,57042,2022-07-18T00:40:00,2022-07-18T01:30:00,short,bear_flag,-0.531062,-115.37207,4.02227,9.673304999999997,-3053.6761639999977,0.6946323836000002,1.2098789715,-0.5152465878999998,-0.4258662230166712
726,57077,57089,2022-07-18T04:25:00,2022-07-18T05:25:00,long,bull_flag,0.384113,216.921159,4.044193,10.057417999999997,-2836.7550049999977,0.7163244995000002,1.2098789715,-0.4935544719999998,-0.407937061165791
727,57134,57145,2022-07-18T09:10:00,2022-07-18T10:05:00,long,bull_pennant,-0.009207,-9.88922,3.998822,10.048210999999997,-2846.6442249999977,0.7153355775000002,1.2098789715,-0.4945433939999998,-0.40875443383140064
728,57160,57171,2022-07-18T11:20:00,2022-07-18T12:15:00,long,bull_flag,-0.228797,-165.601192,3.967673,9.819413999999997,-3012.245416999998,0.6987754583000002,1.2098789715,-0.5111035131999998,-0.4224418518212091
729,57174,57187,2022-07-18T12:30:00,2022-07-18T13:35:00,long,bull_flag,0.07591,47.905193,4.010383,9.895323999999997,-2964.3402239999978,0.7035659776000003,1.2098789715,-0.5063129938999997,-0.4184823489181535
730,57250,57260,2022-07-18T18:50:00,2022-07-18T19:40:00,short,bear_flag,0.213808,70.352492,3.985132,10.109131999999997,-2893.987731999998,0.7106012268000002,1.2098789715,-0.49927774469999986,-0.4126675117602867
731,57324,57334,2022-07-19T01:00:00,2022-07-19T01:50:00,long,bull_flag,-0.166896,-169.039385,3.966986,9.942235999999998,-3063.027116999998,0.6936972883000002,1.2098789715,-0.5161816831999998,-0.42663910635626734
732,57348,57358,2022-07-19T03:00:00,2022-07-19T03:50:00,short,bear_flag,0.024805,10.944866,3.997012,9.967040999999998,-3052.082250999998,0.6947917749000001,1.2098789715,-0.5150871965999999,-0.4257344814923084
733,57637,57647,2022-07-20T03:05:00,2022-07-20T03:55:00,short,bear_flag,-0.425244,-108.100507,4.020816,9.541796999999999,-3160.182757999998,0.6839817242000001,1.2098789715,-0.5258972472999999,-0.4346693013830928
734,57716,57726,2022-07-20T09:40:00,2022-07-20T10:30:00,short,bear_flag,-0.692106,-203.247137,4.039841,8.849690999999998,-3363.429894999998,0.6636570105000001,1.2098789715,-0.5462219609999999,-0.4514682657247918
735,57743,57753,2022-07-20T11:55:00,2022-07-20T12:45:00,long,bull_flag,-0.035278,-21.280632,3.996543,8.814412999999998,-3384.710526999998,0.6615289473000001,1.2098789715,-0.5483500241999999,-0.4532271715741609
736,57756,57767,2022-07-20T13:00:00,2022-07-20T13:55:00,long,bull_flag,-0.19218,-102.983931,3.980199,8.622232999999998,-3487.694457999998,0.6512305542000001,1.2098789715,-0.5586484172999999,-0.46173909164434135
737,57825,57835,2022-07-20T18:45:00,2022-07-20T19:35:00,short,bear_flag,0.263515,96.95926,3.979812,8.885747999999998,-3390.735197999998,0.6609264802000001,1.2098789715,-0.5489524912999999,-0.4537251280757547
738,57947,57957,2022-07-21T04:55:00,2022-07-21T05:45:00,short,bear_flag,-0.030854,-19.762532,4.003152,8.854893999999998,-3410.4977299999982,0.6589502270000002,1.2098789715,-0.5509287444999998,-0.45535855856471497
739,58150,58164,2022-07-21T21:50:00,2022-07-21T23:00:00,long,bull_flag,-0.193667,-81.49414,3.984498,8.661226999999998,-3491.991869999998,0.6508008130000003,1.2098789715,-0.5590781584999998,-0.46209428518859064
740,58229,58241,2022-07-22T04:25:00,2022-07-22T05:25:00,short,bear_flag,-0.463235,-102.250719,4.019646,8.197992,-3594.242588999998,0.6405757411000002,1.2098789715,-0.5693032303999999,-0.47054560316407634
741,58298,58308,2022-07-22T10:10:00,2022-07-22T11:00:00,long,bull_flag,-0.173311,-60.922376,3.988613,8.024681,-3655.164964999998,0.6344835035000002,1.2098789715,-0.5753954679999999,-0.4755810139311938
742,58312,58322,2022-07-22T11:20:00,2022-07-22T12:10:00,long,bull_flag,0.036272,7.336713,4.002268,8.060953,-3647.828251999998,0.6352171748000002,1.2098789715,-0.5746617966999998,-0.4749746133594982
743,58356,58367,2022-07-22T15:00:00,2022-07-22T15:55:00,short,bear_flag,0.51812,157.353839,3.967736,8.579073,-3490.474412999998,0.6509525587000002,1.2098789715,-0.5589264127999998,-0.46196886297399353
744,58505,58515,2022-07-23T03:25:00,2022-07-23T04:15:00,long,bull_flag,-0.091924,-29.772962,3.994844,8.487148999999999,-3520.247374999998,0.6479752625000001,1.2098789715,-0.5619037089999999,-0.4644296844860072
745,58518,58528,2022-07-23T04:30:00,2022-07-23T05:20:00,long,bull_flag,0.285015,82.470425,4.017298,8.772163999999998,-3437.776949999998,0.6562223050000002,1.2098789715,-0.5536566664999998,-0.4576132650802087
746,58618,58628,2022-07-23T12:50:00,2022-07-23T13:40:00,short,bear_flag,-0.16291,-58.34187,4.010866,8.609253999999998,-3496.1188199999983,0.6503881180000002,1.2098789715,-0.5594908534999998,-0.4624353895549955
747,58640,58650,2022-07-23T14:40:00,2022-07-23T15:30:00,long,bull_flag,-0.009275,-5.376025,3.999725,8.599978999999998,-3501.4948449999983,0.6498505155000002,1.2098789715,-0.5600284559999998,-0.4628797335866415
748,59105,59121,2022-07-25T05:25:00,2022-07-25T06:45:00,short,bear_flag,-0.003125,-7.100393,4.00062,8.596853999999997,-3508.5952379999985,0.6491404762000001,1.2098789715,-0.5607384952999999,-0.4634666016261114
749,59182,59192,2022-07-25T11:50:00,2022-07-25T12:40:00,long,bull_pennant,-0.348152,-83.790113,3.984039,8.248701999999996,-3592.3853509999985,0.6407614649000002,1.2098789715,-0.5691175065999998,-0.47039209706604923
