trade_no,exit_idx,exit_time,side,gross_r,net_pnl,fees,cumulative_gross_r,cumulative_net_pnl,nav,peak_nav,drawdown,drawdown_pct
13,698,2022-01-03T10:10:00,short,-1.0,-43.881967,4.007975,-11.125192,-497.531971,0.9502468029,0.9976408321,-0.04739402920000002,-0.0475061040757897
14,751,2022-01-03T14:35:00,short,-1.0,-54.894466,4.010177,-12.125192,-552.426437,0.9447573563,0.9976408321,-0.05288347579999997,-0.053008531826711724
15,847,2022-01-03T22:35:00,long,1.8,153.828178,4.031572,-10.325192,-398.598259,0.9601401741,0.9976408321,-0.03750065800000002,-0.03758933755855043
16,903,2022-01-04T03:15:00,short,0.795258,47.089216,3.989784,-9.529933999999999,-351.50904299999996,0.9648490957,0.9976408321,-0.03279173639999999,-0.03286928055157334
17,941,2022-01-04T06:25:00,short,-1.0,-53.976946,4.009993,-10.529933999999999,-405.48598899999996,0.9594514011,0.9976408321,-0.03818943099999994,-0.03827973933225293
18,993,2022-01-04T10:45:00,long,1.8,54.403528,4.011683,-8.729933999999998,-351.08246099999997,0.9648917539,0.9976408321,-0.03274907819999995,-0.03282652147573417
19,1027,2022-01-04T13:35:00,short,-1.0,-66.682612,4.012534,-9.729933999999998,-417.765073,0.9582234927,0.9976408321,-0.03941733940000003,-0.039510551424632334
20,1190,2022-01-05T03:10:00,short,-1.0,-41.694587,4.007537,-10.729933999999998,-459.45966,0.954054034,0.9976408321,-0.04358679809999999,-0.04368986983847811
21,1242,2022-01-05T07:30:00,short,-0.150128,-11.246989,4.001449,-10.880061999999999,-470.70664899999997,0.9529293351,0.9976408321,-0.04471149699999999,-0.04481722836652924
22,1475,2022-01-06T02:55:00,short,1.107285,83.418652,3.98252,-9.772776999999998,-387.28799699999996,0.9612712003,0.9976408321,-0.03636963179999997,-0.0364556367680372
23,1596,2022-01-06T13:00:00,short,-1.0,-63.240047,4.011846,-10.772776999999998,-450.52804399999997,0.9549471956,0.9976408321,-0.04269363650000002,-0.04279459613750103
24,1651,2022-01-06T17:35:00,short,-1.0,-124.933329,4.024182,-11.772776999999998,-575.461373,0.9424538627,0.9976408321,-0.05518696940000001,-0.05531747260568043
25,1719,2022-01-06T23:15:00,short,0.615563,47.6906,3.989664,-11.157213999999998,-527.770773,0.9472229227,0.9976408321,-0.050417909400000016,-0.05053713498661838
