trade_no,conf_idx,exit_idx,entry_time,exit_time,side,family,gross_r,net_pnl,fees,cumulative_gross_r,cumulative_net_pnl,nav,peak_nav,drawdown,drawdown_pct
24,1711,1721,2018-03-20T09:00:00,2018-03-20T19:00:00,long,bull_flag,0.384576,604.150589,4.121654,-1.0952350000000004,-510.8488680000004,0.9489151132,1.0474504077,-0.09853529449999998,-0.09407156059671085
25,1844,1855,2018-03-25T22:00:00,2018-03-26T09:00:00,short,bear_flag,0.291196,184.541202,3.962299,-0.8040390000000004,-326.3076660000004,0.9673692333999999,1.0474504077,-0.08008117430000006,-0.07645342797263588
26,1956,1966,2018-03-30T14:00:00,2018-03-31T00:00:00,short,bear_pennant,-0.140171,-241.915131,4.047574,-0.9442100000000004,-568.2227970000004,0.9431777202999999,1.0474504077,-0.10427268740000006,-0.09954904464542891
27,2067,2077,2018-04-04T05:00:00,2018-04-04T15:00:00,long,bull_flag,-0.538933,-766.446524,3.84748,-1.4831430000000005,-1334.6693210000003,0.8665330679,1.0474504077,-0.18091733980000002,-0.17272162812677672
28,2097,2107,2018-04-05T11:00:00,2018-04-05T21:00:00,short,bear_flag,0.080225,93.376342,3.980529,-1.4029180000000006,-1241.2929790000003,0.8758707021,1.0474504077,-0.17157970560000002,-0.16380699681692434
29,2130,2140,2018-04-06T20:00:00,2018-04-07T06:00:00,short,bear_flag,-0.754432,-423.630504,4.083909,-2.1573500000000005,-1664.9234830000003,0.8335076517,1.0474504077,-0.213942756,-0.2042509644631073
30,2179,2189,2018-04-08T21:00:00,2018-04-09T07:00:00,long,bull_flag,0.223506,186.306246,4.038069,-1.9338440000000006,-1478.6172370000004,0.8521382762999999,1.0474504077,-0.19531213140000003,-0.18646432324072315
31,2303,2316,2018-04-14T01:00:00,2018-04-14T14:00:00,long,bull_flag,-0.05928,-115.868761,3.977622,-1.9931240000000006,-1594.4859980000003,0.8405514002,1.0474504077,-0.2068990075,-0.19752630385080527
32,2360,2370,2018-04-16T10:00:00,2018-04-16T20:00:00,long,bull_flag,-0.19601,-126.403325,3.975514,-2.1891340000000006,-1720.8893230000003,0.8279110676999999,1.0474504077,-0.21953934000000008,-0.20959401837655145
33,2489,2502,2018-04-21T19:00:00,2018-04-22T08:00:00,long,bull_pennant,0.133639,164.487517,4.033704,-2.0554950000000005,-1556.4018060000003,0.8443598193999999,1.0474504077,-0.20309058830000004,-0.19389040932825452
34,2521,2534,2018-04-23T03:00:00,2018-04-23T16:00:00,long,bull_flag,0.169272,52.159992,4.011234,-1.8862230000000004,-1504.2418140000002,0.8495758186,1.0474504077,-0.1978745891,-0.18891069939482352
35,2578,2588,2018-04-25T12:00:00,2018-04-25T22:00:00,long,bull_flag,-0.213503,-195.601948,3.961672,-2.0997260000000004,-1699.8437620000002,0.8300156237999999,1.0474504077,-0.21743478390000004,-0.20758480048467887
36,2674,2684,2018-04-29T12:00:00,2018-04-29T22:00:00,long,bull_flag,0.249002,167.058511,4.034219,-1.8507240000000005,-1532.7852510000002,0.8467214748999999,1.0474504077,-0.20072893280000004,-0.19163573886114782
37,2830,2840,2018-05-06T00:00:00,2018-05-06T10:00:00,long,bull_flag,-0.983952,-350.985822,3.930589,-2.8346760000000004,-1883.7710730000003,0.8116228927,1.0474504077,-0.235827515,-0.2251443249879791
38,2917,2929,2018-05-09T15:00:00,2018-05-10T03:00:00,short,bear_flag,-0.128425,-62.81657,4.011761,-2.9631010000000004,-1946.5876430000003,0.8053412356999999,1.0474504077,-0.24210917200000004,-0.231141417503121
39,3000,3018,2018-05-13T02:00:00,2018-05-13T20:00:00,short,bear_pennant,-0.277481,-376.56527,4.074498,-3.2405820000000003,-2323.1529130000004,0.7676847086999999,1.0474504077,-0.27976569900000003,-0.2670920713223186
