trade_no,conf_idx,exit_idx,entry_time,exit_time,side,family,gross_r,net_pnl,fees,cumulative_gross_r,cumulative_net_pnl,nav,peak_nav,drawdown,drawdown_pct
40,3066,3076,2018-05-15T20:00:00,2018-05-16T06:00:00,long,bull_flag,-0.727793,-349.274324,3.930931,-3.9683750000000004,-2672.4272370000003,0.7327572762999999,1.0474504077,-0.3146931314000001,-0.3004372608828382
41,3105,3115,2018-05-17T11:00:00,2018-05-17T21:00:00,long,bull_flag,-0.572905,-181.043991,3.964584,-4.54128,-2853.4712280000003,0.7146528771999999,1.0474504077,-0.33279753050000005,-0.3177215150746464
42,3152,3163,2018-05-19T10:00:00,2018-05-19T21:00:00,long,bull_flag,-0.132473,-51.719296,3.990454,-4.6737530000000005,-2905.1905240000006,0.7094809475999999,1.0474504077,-0.33796946010000006,-0.3226591517990013
43,3196,3206,2018-05-21T06:00:00,2018-05-21T16:00:00,long,bull_flag,-0.450141,-201.411603,3.96051,-5.123894000000001,-3106.6021270000006,0.6893397873,1.0474504077,-0.35811062039999997,-0.3418879001501772
44,3269,3282,2018-05-24T07:00:00,2018-05-24T20:00:00,short,bear_flag,0.0035,0.723483,3.999055,-5.120394000000001,-3105.8786440000003,0.6894121356,1.0474504077,-0.35803827209999994,-0.3418188292906231
45,3324,3334,2018-05-26T14:00:00,2018-05-27T00:00:00,short,bear_flag,1.041125,326.855705,3.933842,-4.079269000000001,-2779.0229390000004,0.7220977061,1.0474504077,-0.32535270159999996,-0.31061394335070436
46,3362,3372,2018-05-28T04:00:00,2018-05-28T14:00:00,short,bear_flag,0.232888,81.374853,3.982928,-3.846381000000001,-2697.6480860000006,0.7302351913999999,1.0474504077,-0.31721521630000005,-0.30284509315963104
47,3428,3438,2018-05-30T22:00:00,2018-05-31T08:00:00,long,bull_flag,0.429168,259.942109,4.052799,-3.417213000000001,-2437.7059770000005,0.7562294022999999,1.0474504077,-0.29122100540000007,-0.27802844245339065
48,3457,3467,2018-06-01T03:00:00,2018-06-01T13:00:00,long,bull_flag,-0.223119,-91.445307,3.982507,-3.6403320000000012,-2529.1512840000005,0.7470848715999999,1.0474504077,-0.30036553610000005,-0.2867587180184932
49,3496,3506,2018-06-02T18:00:00,2018-06-03T04:00:00,long,bull_flag,-0.04892,-23.550713,3.996089,-3.689252000000001,-2552.7019970000006,0.7447298002999999,1.0474504077,-0.30272060740000006,-0.28900710255554385
50,3507,3517,2018-06-03T05:00:00,2018-06-03T15:00:00,long,bull_pennant,0.241075,93.87232,4.019578,-3.448177000000001,-2458.8296770000006,0.7541170322999999,1.0474504077,-0.29333337540000004,-0.28004512026884765
51,3644,3654,2018-06-08T22:00:00,2018-06-09T08:00:00,short,bear_flag,0.140824,27.083397,3.993785,-3.3073530000000013,-2431.7462800000008,0.7568253719999999,1.0474504077,-0.2906250357000001,-0.27745947069528276
52,3772,3782,2018-06-14T06:00:00,2018-06-14T16:00:00,short,bear_flag,-0.072102,-72.029056,4.013603,-3.3794550000000014,-2503.7753360000006,0.7496224664,1.0474504077,-0.2978279413,-0.28433607845355946
53,3791,3801,2018-06-15T01:00:00,2018-06-15T11:00:00,short,bear_flag,0.113571,86.322495,3.981939,-3.2658840000000016,-2417.4528410000007,0.7582547158999999,1.0474504077,-0.28919569180000004,-0.27609487730786064
54,3824,3835,2018-06-16T10:00:00,2018-06-16T21:00:00,short,bear_flag,-0.205957,-86.85044,4.016567,-3.4718410000000017,-2504.303281000001,0.7495696718999999,1.0474504077,-0.2978807358000001,-0.2843864813171336
55,3839,3849,2018-06-17T01:00:00,2018-06-17T11:00:00,short,bear_flag,0.044452,15.87132,3.996027,-3.4273890000000016,-2488.4319610000007,0.7511568039,1.0474504077,-0.2962936038,-0.282871247766855
56,3872,3882,2018-06-18T10:00:00,2018-06-18T20:00:00,short,bear_flag,-1.942099,-455.227683,4.090227,-5.369488000000001,-2943.6596440000008,0.7056340355999999,1.0474504077,-0.34181637210000004,-0.3263317953644824
57,3908,3918,2018-06-19T22:00:00,2018-06-20T08:00:00,long,bull_flag,-0.253645,-146.672165,3.97146,-5.623133000000001,-3090.3318090000007,0.6909668190999999,1.0474504077,-0.35648358860000007,-0.3403345742952829
58,4170,4181,2018-06-30T20:00:00,2018-07-01T07:00:00,long,bull_flag,0.029227,22.615684,4.005324,-5.593906000000001,-3067.716125000001,0.6932283874999998,1.0474504077,-0.35422202020000015,-0.33817545689614437
59,4371,4381,2018-07-09T05:00:00,2018-07-09T15:00:00,long,bull_flag,0.078468,24.345838,4.00567,-5.515438000000001,-3043.3702870000006,0.6956629713,1.0474504077,-0.3517874364,-0.3358511618439842
60,4470,4480,2018-07-13T08:00:00,2018-07-13T18:00:00,short,bear_flag,0.010748,0.018704,3.999196,-5.504690000000001,-3043.3515830000006,0.6956648417,1.0474504077,-0.351785566,-0.3358493761747189
61,4537,4548,2018-07-16T03:00:00,2018-07-16T14:00:00,long,bull_flag,1.359004,423.987052,4.085615,-4.145686000000001,-2619.3645310000006,0.7380635468999999,1.0474504077,-0.3093868608000001,-0.29537136892175575
62,4572,4584,2018-07-17T14:00:00,2018-07-18T02:00:00,long,bull_pennant,1.581218,1013.013019,4.203443,-2.5644680000000015,-1606.3515120000006,0.8393648488,1.0474504077,-0.20808555890000002,-0.19865910344807247
63,4599,4610,2018-07-18T17:00:00,2018-07-19T04:00:00,long,bull_pennant,-0.156766,-257.134863,3.949363,-2.7212340000000017,-1863.4863750000006,0.8136513624999999,1.0474504077,-0.23379904520000006,-0.2232077466210337
64,4609,4619,2018-07-19T03:00:00,2018-07-19T13:00:00,long,bull_flag,0.139396,233.66402,4.047542,-2.5818380000000016,-1629.8223550000007,0.8370177644999999,1.0474504077,-0.2104326432000001,-0.2008998628031181
65,4691,4703,2018-07-22T13:00:00,2018-07-23T01:00:00,long,bull_flag,0.194592,62.046604,4.013212,-2.3872460000000015,-1567.7757510000006,0.8432224249,1.0474504077,-0.20422798279999999,-0.19497627887552738
66,4766,4777,2018-07-25T16:00:00,2018-07-26T03:00:00,long,bull_flag,0.052728,67.302172,4.014263,-2.3345180000000014,-1500.4735790000007,0.8499526420999999,1.0474504077,-0.1974977656000001,-0.1885509463246735
67,4934,4945,2018-08-01T16:00:00,2018-08-02T03:00:00,short,bear_pennant,-0.125149,-115.616809,4.022319,-2.4596670000000014,-1616.0903880000008,0.8383909611999999,1.0474504077,-0.20905944650000008,-0.1995888730990658
