preset,family,pattern_kind,side,base_idx,tip_idx,conf_idx,flag_end_idx,exit_idx,support_pivot_idx,resist_pivot_idx,flag_extreme_idx,base_time,tip_time,entry_time,exit_time,base_price,tip_price,entry_price,exit_price,support_tip_price,support_conf_price,resist_tip_price,resist_conf_price,flag_extreme_price,structure_stop_price,target_price,target_hit,flag_width,pole_width,hold_bars,holding_bars,flag_height_log,flag_height_ratio,pole_height_log,support_intercept_log,support_slope,resist_intercept_log,resist_slope,flag_quality_score,gross_log_return,gross_return_pct,gross_r,structure_r,net_pnl,net_return_pct,fees,exit_reason
baseline,bear_flag,flag,short,8403,8425,8435,8434,8445,8425,8431,8431,2018-12-24T05:00:00,2018-12-25T03:00:00,2018-12-25T13:00:00,2018-12-25T23:00:00,4174.106362,3709.129132,3732.873409,3745.779853,3709.129132,3744.442947,3760.077641,3795.022862,3781.005969,3795.022862,3317.047604,false,10,22,10,10,0.019193,0.16251,0.118103,8.218552,0.000948,8.232195,0.000925,4.572072,-0.003452,-0.345751,-0.029225,-0.207668,-38.582007,-0.38582,4.006915,固定持有期
baseline,bear_flag,flag,short,8403,8439,8450,8449,8461,8446,8442,8448,2018-12-24T05:00:00,2018-12-25T17:00:00,2018-12-26T04:00:00,2018-12-26T15:00:00,4174.106362,3676.307409,3785.592515,3706.41597,3676.342571,3783.42763,3726.632327,3831.297668,3807.363844,3831.297668,3334.127261,false,11,36,11,11,0.035028,0.275831,0.126991,8.209674,0.00261,8.22326,0.002518,3.484334,0.021137,2.091523,0.166445,1.732333,205.194148,2.051941,3.95817,固定持有期
baseline,bull_pennant,pennant,long,8495,8525,8538,8537,8551,8528,8533,8528,2018-12-28T01:00:00,2018-12-29T07:00:00,2018-12-29T20:00:00,2018-12-30T09:00:00,3555.011619,3858.258322,3810.118661,3798.705717,3788.856422,3789.679274,3858.222953,3799.695358,3789.046295,3789.679274,4135.126296,false,13,30,13,13,0.018102,0.221134,0.081858,8.23982,0.000017,8.257962,-0.001176,3.636359,-0.003,-0.299543,-0.036648,-0.55838,-33.948309,-0.339483,3.994009,固定持有期
baseline,bull_pennant,pennant,long,8541,8565,8575,8574,8585,8568,8565,8568,2018-12-29T23:00:00,2018-12-30T23:00:00,2018-12-31T09:00:00,2018-12-31T19:00:00,3695.270942,3801.907897,3775.593607,3687.462824,3724.156085,3736.820841,3801.907897,3746.69727,3727.950998,3736.820841,3884.548489,false,10,24,10,10,0.019644,0.690505,0.028449,8.222596,0.000339,8.243258,-0.001463,1.82893,-0.023619,-2.334223,-0.830218,-2.273007,-237.375638,-2.373756,3.953316,固定持有期
baseline,bull_flag,flag,long,8608,8636,8650,8649,8664,8638,8645,8649,2019-01-01T18:00:00,2019-01-02T22:00:00,2019-01-03T12:00:00,2019-01-04T02:00:00,3659.416328,3862.119524,3817.999568,3758.639499,3837.284305,3792.202426,3862.238026,3810.473402,3803.988568,3792.202426,4029.487042,false,14,28,14,14,0.015166,0.281308,0.053912,8.25252,-0.000844,8.259002,-0.000964,2.932896,-0.01567,-1.554743,-0.290648,-2.301033,-159.443174,-1.594432,3.968905,固定持有期
baseline,bull_flag,flag,long,8894,8921,8933,8932,8945,8923,8927,8932,2019-01-13T16:00:00,2019-01-14T19:00:00,2019-01-15T07:00:00,2019-01-15T19:00:00,3462.26537,3638.087034,3629.068082,3604.120363,3625.316258,3615.648787,3638.05116,3628.822648,3616.807262,3615.648787,3813.360365,false,12,27,12,12,0.005866,0.118428,0.049535,8.195697,-0.000223,8.199203,-0.000212,5.966352,-0.006898,-0.687441,-0.139258,-1.859093,-72.730399,-0.727304,3.986251,固定持有期
baseline,bear_flag,flag,short,8921,8946,8956,8955,8966,8954,8951,8955,2019-01-14T19:00:00,2019-01-15T20:00:00,2019-01-16T06:00:00,2019-01-16T16:00:00,3638.087034,3532.588992,3569.933906,3581.575962,3532.62021,3583.106596,3541.194321,3596.474299,3578.810618,3596.474299,3466.412184,false,10,25,10,10,0.012999,0.441754,0.029427,8.169795,0.001419,8.172219,0.001549,2.358222,-0.003256,-0.326114,-0.110641,-0.438654,-36.617928,-0.366179,4.006522,固定持有期
baseline,bull_pennant,pennant,long,8946,8975,8985,8984,8995,8976,8975,8976,2019-01-15T20:00:00,2019-01-17T01:00:00,2019-01-17T11:00:00,2019-01-17T21:00:00,3532.588992,3593.453718,3579.560345,3603.024574,3555.586645,3573.87608,3593.453718,3577.61153,3557.411369,3573.87608,3641.234364,false,10,29,10,10,0.010081,0.590106,0.017083,8.176275,0.000513,8.186869,-0.000442,2.176766,0.006534,0.655506,0.382472,4.127927,61.537478,0.615375,4.01311,固定持有期
baseline,bull_flag,flag,long,9103,9131,9141,9140,9151,9133,9136,9137,2019-01-22T09:00:00,2019-01-23T13:00:00,2019-01-23T23:00:00,2019-01-24T09:00:00,3511.290187,3586.756071,3552.822814,3547.875336,3556.917502,3517.877568,3586.771292,3555.602643,3533.406765,3517.877568,3629.181332,false,10,28,10,10,0.014986,0.704724,0.021265,8.17665,-0.001104,8.185008,-0.000873,1.971398,-0.001394,-0.139255,-0.065532,-0.141578,-17.922699,-0.179227,3.997215,固定持有期
baseline,bear_flag,flag,short,9234,9254,9264,9263,9274,9263,9260,9262,2019-01-27T20:00:00,2019-01-28T16:00:00,2019-01-29T02:00:00,2019-01-29T12:00:00,3568.693119,3411.042225,3421.913518,3394.112676,3411.076077,3421.405855,3418.68182,3446.041543,3436.536078,3446.041543,3270.746772,false,10,20,10,10,0.007446,0.164805,0.045182,8.134783,0.000302,8.13701,0.000797,4.440677,0.008158,0.812436,0.18055,1.152222,77.259802,0.772598,3.983751,固定持有期
baseline,bull_flag,flag,long,9286,9330,9340,9339,9350,9335,9339,9335,2019-01-30T00:00:00,2019-01-31T20:00:00,2019-02-01T06:00:00,2019-02-01T16:00:00,3394.747727,3447.482268,3427.050181,3457.296273,3436.091102,3389.603566,3453.063574,3416.131928,3412.76818,3389.603566,3480.286514,false,10,44,10,10,0.01012,0.656543,0.015415,8.14209,-0.001362,8.147017,-0.001075,2.673877,0.008787,0.882569,0.570037,0.807712,84.239276,0.842393,4.017651,固定持有期
baseline,bull_flag,flag,long,9335,9355,9365,9364,9375,9357,9355,9364,2019-02-01T01:00:00,2019-02-01T21:00:00,2019-02-02T07:00:00,2019-02-02T17:00:00,3412.76818,3482.417652,3453.55389,3464.362961,3466.129824,3445.914578,3482.417652,3453.382173,3447.897252,3445.914578,3524.035737,false,10,20,10,10,0.009962,0.493105,0.020203,8.150794,-0.000585,8.155482,-0.000837,2.016778,0.003125,0.312984,0.154677,1.414927,27.29214,0.272921,4.00626,固定持有期
baseline,bear_flag,flag,short,9381,9403,9413,9412,9423,9403,9407,9407,2019-02-02T23:00:00,2019-02-03T21:00:00,2019-02-04T07:00:00,2019-02-04T17:00:00,3504.774379,3434.848381,3463.02084,3465.898248,3434.848381,3462.974497,3465.214901,3474.164292,3468.791887,3474.164292,3393.927893,false,10,22,10,10,0.009834,0.487938,0.020153,8.141728,0.000816,8.15053,0.000258,2.109665,-0.000831,-0.08309,-0.041212,-0.258215,-12.310616,-0.123106,4.001662,固定持有期
baseline,bear_pennant,pennant,short,9518,9544,9555,9554,9566,9544,9547,9547,2019-02-08T16:00:00,2019-02-09T18:00:00,2019-02-10T05:00:00,2019-02-10T16:00:00,3687.022647,3640.382376,3654.912075,3647.057148,3640.382376,3657.901814,3666.786897,3663.130555,3665.789351,3663.130555,3608.677997,false,11,26,11,11,0.006955,0.546321,0.012731,8.199844,0.000436,8.207071,-0.000091,2.043709,0.002151,0.214914,0.169,0.955764,17.495723,0.174957,3.995702,固定持有期
baseline,bull_pennant,pennant,long,9730,9766,9777,9776,9788,9768,9766,9768,2019-02-17T12:00:00,2019-02-19T00:00:00,2019-02-19T11:00:00,2019-02-19T22:00:00,3613.076158,3947.151056,3898.821609,3935.750897,3867.811156,3897.397663,3947.151056,3899.11643,3873.173765,3897.397663,4259.317313,false,11,36,11,11,0.01892,0.213941,0.088435,8.260444,0.000693,8.280749,-0.001113,4.113598,0.009427,0.947191,0.106602,25.934466,90.700158,0.907002,4.018944,固定持有期
baseline,bull_flag,flag,long,9730,9781,9791,9790,9801,9787,9785,9790,2019-02-17T12:00:00,2019-02-19T15:00:00,2019-02-20T01:00:00,2019-02-20T11:00:00,3613.076158,3971.841099,3911.833128,3959.965672,3971.880694,3869.222637,4007.820799,3907.06242,3887.974616,3869.222637,4300.263519,false,10,51,10,10,0.021341,0.225429,0.09467,8.286995,-0.002619,8.296003,-0.002546,4.701595,0.012229,1.230434,0.129178,1.129594,119.018839,1.190188,4.024609,固定持有期
baseline,bull_flag,flag,long,9790,9819,9831,9830,9843,9823,9819,9830,2019-02-20T00:00:00,2019-02-21T05:00:00,2019-02-21T17:00:00,2019-02-22T05:00:00,3887.974616,3983.0965,3928.798324,3952.309929,3927.808689,3912.751585,3983.0965,3927.309307,3922.138044,3912.751585,4024.918987,false,12,29,12,12,0.015423,0.638058,0.024171,8.275837,-0.00032,8.289815,-0.001175,1.90702,0.005967,0.598443,0.246847,1.465195,55.832296,0.558323,4.011969,固定持有期
baseline,bull_pennant,pennant,long,9836,9863,9874,9873,9885,9866,9865,9866,2019-02-21T22:00:00,2019-02-23T01:00:00,2019-02-23T12:00:00,2019-02-23T23:00:00,3918.482809,3971.783295,3959.822602,4117.751232,3944.628928,3946.866699,3972.82092,3956.234255,3945.239103,3946.866699,4013.685405,true,11,27,11,11,0.006706,0.496322,0.013511,8.28011,0.000052,8.287232,-0.00038,2.190712,0.039108,3.988275,2.894604,12.189705,394.747773,3.947478,4.079766,固定持有期
baseline,bull_pennant,pennant,long,10104,10125,10135,10134,10145,10129,10125,10129,2019-03-05T02:00:00,2019-03-05T23:00:00,2019-03-06T09:00:00,2019-03-06T19:00:00,3704.959007,3857.699235,3853.927009,3855.500374,3822.650197,3832.691368,3857.699235,3850.427178,3826.663505,3832.691368,4012.808575,false,10,21,10,10,0.008078,0.199949,0.040399,8.248699,0.000262,8.257826,-0.000189,3.840771,0.000408,0.040825,0.010103,0.074091,0.081683,0.000817,4.000816,固定持有期
baseline,bull_flag,flag,long,10129,10154,10164,10163,10174,10159,10154,10159,2019-03-06T03:00:00,2019-03-07T04:00:00,2019-03-07T14:00:00,2019-03-08T00:00:00,3826.663505,3903.889136,3887.899637,3878.175886,3872.485281,3840.373685,3903.889136,3869.562404,3856.39606,3840.373685,3966.36107,false,10,25,10,10,0.01224,0.612622,0.01998,8.261652,-0.000833,8.269729,-0.000883,1.979397,-0.002504,-0.250103,-0.125333,-0.204599,-29.005292,-0.290053,3.994998,固定持有期
baseline,bear_flag,flag,short,10249,10273,10283,10282,10293,10276,10279,10282,2019-03-11T03:00:00,2019-03-12T03:00:00,2019-03-12T13:00:00,2019-03-12T23:00:00,3932.729735,3827.0,3894.732077,3882.728609,3810.245975,3904.226218,3826.96387,3935.377588,3897.180369,3935.377588,3790.023892,false,10,24,10,10,0.018172,0.666803,0.027253,8.245449,0.002437,8.249827,0.002794,1.859816,0.003087,0.308198,0.113264,0.295321,26.825915,0.268259,3.993836,固定持有期
baseline,bull_flag,flag,long,10273,10297,10307,10306,10317,10304,10306,10304,2019-03-12T03:00:00,2019-03-13T03:00:00,2019-03-13T13:00:00,2019-03-13T23:00:00,3827.0,3887.896185,3880.920875,3866.002695,3883.617066,3835.68384,3890.044311,3876.477129,3850.001354,3835.68384,3942.675063,false,10,24,10,10,0.009795,0.620428,0.015787,8.264522,-0.001242,8.266176,-0.000349,1.927074,-0.003851,-0.384398,-0.24396,-0.329778,-42.432107,-0.424321,3.992312,固定持有期
baseline,bull_flag,flag,long,10329,10370,10383,10382,10396,10378,10376,10378,2019-03-14T11:00:00,2019-03-16T04:00:00,2019-03-16T17:00:00,2019-03-17T06:00:00,3859.567797,4033.064884,4000.641394,3974.197462,4017.944116,3966.114856,4035.825002,3999.659154,3985.969592,3966.114856,4180.480088,false,13,41,13,13,0.011746,0.267128,0.043971,8.298526,-0.000999,8.302966,-0.000692,3.507649,-0.006632,-0.660992,-0.150822,-0.765902,-70.086012,-0.70086,3.98678,固定持有期
baseline,bull_flag,flag,long,10329,10389,10399,10398,10409,10394,10389,10394,2019-03-14T11:00:00,2019-03-16T23:00:00,2019-03-17T09:00:00,2019-03-17T19:00:00,3859.567797,4005.975403,3970.897291,3990.950549,3979.280602,3951.234867,4005.975403,3968.455413,3965.232939,3951.234867,4121.528034,false,10,60,10,10,0.010222,0.274563,0.037232,8.288856,-0.000707,8.295542,-0.000941,4.585292,0.005037,0.505006,0.135297,1.019877,46.490471,0.464905,4.0101,固定持有期
baseline,bull_flag,flag,long,10464,10486,10497,10496,10508,10491,10486,10491,2019-03-20T02:00:00,2019-03-21T00:00:00,2019-03-21T11:00:00,2019-03-21T22:00:00,3987.666143,4049.517345,4047.780032,3982.179211,4031.99491,4028.316697,4049.517345,4045.161477,4030.322579,4028.316697,4110.563638,false,11,22,11,11,0.004751,0.308694,0.015392,8.302017,-0.000083,8.306353,-0.000098,2.743673,-0.016339,-1.620662,-1.06158,-3.370482,-166.033757,-1.660338,3.967587,固定持有期
baseline,bear_flag,flag,short,10497,10517,10527,10526,10537,10525,10524,10524,2019-03-21T11:00:00,2019-03-22T07:00:00,2019-03-22T17:00:00,2019-03-23T03:00:00,4047.780032,3978.597243,3998.482327,4004.341907,3978.635041,3997.002912,3982.452049,4007.559487,4000.010681,4007.559487,3930.142112,false,10,20,10,10,0.005368,0.311366,0.017239,8.288694,0.000461,8.289653,0.000628,2.726993,-0.001464,-0.146545,-0.084944,-0.64553,-18.657442,-0.186574,4.002931,固定持有期
baseline,bull_flag,flag,long,10618,10641,10652,10651,10663,10642,10641,10646,2019-03-26T12:00:00,2019-03-27T11:00:00,2019-03-27T22:00:00,2019-03-28T09:00:00,3903.139207,4033.200929,4027.756236,4023.107716,4016.526859,4015.358086,4033.200929,4021.258473,4015.956071,4015.358086,4161.97049,false,11,23,11,11,0.004285,0.13072,0.032779,8.298173,-0.000026,8.302316,-0.00027,5.42633,-0.001155,-0.115412,-0.035229,-0.374937,-15.538906,-0.155389,3.997692,固定持有期
baseline,bull_flag,flag,long,10618,10653,10663,10662,10673,10657,10653,10658,2019-03-26T12:00:00,2019-03-27T23:00:00,2019-03-28T09:00:00,2019-03-28T19:00:00,3903.139207,4037.428554,4023.107716,4024.886727,4017.95947,4010.138896,4037.428554,4022.987659,4014.00736,4010.138896,4161.524637,true,10,35,10,10,0.005818,0.171991,0.033827,8.298529,-0.000195,8.303363,-0.000358,4.888556,0.000442,0.04422,0.01307,0.137176,0.421097,0.004211,4.000884,固定持有期
baseline,bull_pennant,pennant,long,10658,10689,10701,10700,10713,10692,10689,10692,2019-03-28T04:00:00,2019-03-29T11:00:00,2019-03-29T23:00:00,2019-03-30T11:00:00,4014.00736,4123.428697,4103.230437,4093.388559,4082.262468,4085.445346,4123.428697,4093.516209,4083.057955,4085.445346,4215.083984,false,12,31,12,12,0.009839,0.365824,0.026895,8.314407,0.000065,8.32444,-0.000607,2.673466,-0.002401,-0.239857,-0.08929,-0.553378,-27.980885,-0.279809,3.995203,固定持有期
baseline,bull_flag,flag,long,10658,10702,10712,10711,10722,10706,10702,10706,2019-03-28T04:00:00,2019-03-30T00:00:00,2019-03-30T10:00:00,2019-03-30T20:00:00,4014.00736,4131.500434,4079.496738,4090.58611,4095.452137,4065.501585,4131.500434,4083.606116,4083.445529,4065.501585,4198.906736,false,10,44,10,10,0.0117,0.405521,0.028851,8.317632,-0.000734,8.326396,-0.001166,3.239577,0.002715,0.271832,0.094093,0.792372,23.177751,0.231778,4.005437,固定持有期
baseline,bull_pennant,pennant,long,10733,10800,10810,10809,10820,10802,10800,10802,2019-03-31T07:00:00,2019-04-03T02:00:00,2019-04-03T12:00:00,2019-04-03T22:00:00,4085.048093,5023.703994,4953.432701,5035.010668,4814.785341,4932.221453,5023.703994,4908.912747,4838.046712,4932.221453,6091.624647,false,10,67,10,10,0.037656,0.182061,0.206834,8.479447,0.00241,8.521923,-0.002312,5.975596,0.016335,1.646898,0.078976,3.845977,160.656827,1.606568,4.032938,固定持有期
baseline,bull_flag,flag,long,10733,10818,10828,10827,10838,10821,10818,10821,2019-03-31T07:00:00,2019-04-03T20:00:00,2019-04-04T06:00:00,2019-04-04T16:00:00,4085.048093,5236.378014,5016.656543,4907.711873,4946.653931,4899.332101,5236.378014,4964.423921,4932.409589,4899.332101,6430.550983,false,10,85,10,10,0.059802,0.240851,0.248297,8.506467,-0.000961,8.563385,-0.005333,5.891169,-0.021956,-2.171659,-0.088426,-0.928576,-221.122461,-2.211225,3.956567,固定持有期
baseline,bear_flag,flag,short,10985,11015,11027,11026,11039,11015,11018,11026,2019-04-10T19:00:00,2019-04-12T01:00:00,2019-04-12T13:00:00,2019-04-13T01:00:00,5363.811898,4916.367821,5024.999149,5055.068531,4916.367821,5026.00863,4976.460313,5054.528495,5048.020857,5054.528495,4605.818509,false,12,30,12,12,0.026426,0.303384,0.087105,8.500325,0.001838,8.512474,0.001297,2.97769,-0.005966,-0.598396,-0.068494,-1.018288,-63.851545,-0.638515,4.011968,固定持有期
baseline,bear_flag,flag,short,10985,11034,11044,11043,11054,11038,11036,11043,2019-04-10T19:00:00,2019-04-12T20:00:00,2019-04-13T06:00:00,2019-04-13T16:00:00,5363.811898,5018.391224,5083.586834,5049.981817,5005.583237,5083.863907,5058.511682,5092.465656,5087.744009,5092.465656,4756.212194,false,10,49,10,10,0.013725,0.206189,0.066565,8.518309,0.001552,8.528828,0.000669,4.869945,0.006632,0.661049,0.099638,3.784851,62.118155,0.621182,3.986779,固定持有期
baseline,bull_flag,flag,long,11068,11090,11100,11099,11110,11097,11095,11097,2019-04-14T06:00:00,2019-04-15T04:00:00,2019-04-15T14:00:00,2019-04-16T00:00:00,5013.032336,5160.008498,5123.614385,5043.996295,5148.226551,5085.629022,5161.658845,5117.990465,5104.327939,5085.629022,5273.83268,false,10,22,10,10,0.010849,0.375449,0.028897,8.546408,-0.001223,8.549013,-0.00085,2.478088,-0.015661,-1.553944,-0.54197,-2.09602,-159.363305,-1.593633,3.968921,固定持有期
baseline,bull_pennant,pennant,long,11122,11145,11155,11154,11165,11146,11145,11146,2019-04-16T12:00:00,2019-04-17T11:00:00,2019-04-17T21:00:00,2019-04-18T07:00:00,5027.948273,5217.561859,5211.968033,5248.618008,5159.063072,5202.934816,5217.561859,5208.668418,5163.433547,5202.934816,5408.521358,false,10,23,10,10,0.010428,0.281711,0.037018,8.54851,0.000847,8.559785,-0.000171,3.049842,0.007007,0.703189,0.189293,4.057245,66.304814,0.663048,4.014064,固定持有期
baseline,bull_flag,flag,long,11250,11296,11306,11305,11316,11301,11305,11301,2019-04-21T20:00:00,2019-04-23T18:00:00,2019-04-24T04:00:00,2019-04-24T14:00:00,5199.045955,5575.909795,5556.594478,5427.112526,5538.616528,5448.381942,5575.856532,5526.378805,5493.313961,5448.381942,5959.375979,false,10,46,10,10,0.014924,0.213257,0.06998,8.6195,-0.001643,8.626201,-0.000891,4.653509,-0.023578,-2.330239,-0.336926,-1.196552,-236.977332,-2.369773,3.953395,固定持有期
baseline,bear_flag,flag,short,11296,11320,11330,11329,11340,11320,11327,11327,2019-04-23T18:00:00,2019-04-24T18:00:00,2019-04-25T04:00:00,2019-04-25T14:00:00,5575.909795,5368.47189,5400.029677,5417.037811,5368.47189,5413.802811,5400.340373,5442.788781,5430.019343,5442.788781,5199.134956,false,10,24,10,10,0.011399,0.300679,0.037912,8.588299,0.000841,8.594217,0.000783,2.955485,-0.003145,-0.314964,-0.082947,-0.397766,-35.50267,-0.355027,4.006299,固定持有期
baseline,bear_flag,flag,short,11296,11332,11347,11346,11362,11340,11336,11346,2019-04-23T18:00:00,2019-04-25T06:00:00,2019-04-25T21:00:00,2019-04-26T12:00:00,5575.909795,5379.926936,5387.910563,5330.228288,5377.740057,5451.658842,5418.856377,5491.011638,5477.11742,5491.011638,5198.535528,true,15,36,15,15,0.017904,0.500386,0.035781,8.590024,0.00091,8.59764,0.000882,2.159075,0.010764,1.070587,0.300821,0.559473,103.080121,1.030801,3.978588,固定持有期
baseline,bear_flag,flag,short,11346,11368,11378,11377,11388,11368,11372,11373,2019-04-25T20:00:00,2019-04-26T18:00:00,2019-04-27T04:00:00,2019-04-27T14:00:00,5477.11742,5245.492637,5286.329601,5284.870217,5245.492637,5293.131433,5293.279344,5334.835022,5314.069545,5334.835022,5062.773148,false,10,22,10,10,0.012989,0.300598,0.04321,8.565124,0.000904,8.574193,0.000782,2.876022,0.000276,0.027607,0.00639,0.030087,-1.238772,-0.012388,3.999448,固定持有期
baseline,bull_pennant,pennant,long,11450,11487,11497,11496,11507,11491,11487,11491,2019-04-30T04:00:00,2019-05-01T17:00:00,2019-05-02T03:00:00,2019-05-02T13:00:00,5201.998026,5395.40813,5387.541336,5469.544681,5357.677879,5371.707559,5395.40813,5383.679581,5363.285348,5371.707559,5587.849935,false,10,37,10,10,0.005972,0.163579,0.036505,8.586286,0.000262,8.593304,-0.000218,5.147956,0.015106,1.522092,0.413808,5.179013,148.178774,1.481788,4.030442,固定持有期
baseline,bull_pennant,pennant,long,11450,11527,11538,11537,11549,11528,11527,11528,2019-04-30T04:00:00,2019-05-03T09:00:00,2019-05-03T20:00:00,2019-05-04T07:00:00,5201.998026,5832.592193,5782.032962,5814.041815,5737.830856,5749.536539,5832.592193,5762.391756,5738.894024,5749.536539,6482.939852,false,11,77,11,11,0.016195,0.141542,0.114419,8.654837,0.000185,8.671217,-0.001101,7.039035,0.005521,0.553592,0.04825,0.984996,51.348097,0.513481,4.011072,固定持有期
baseline,bull_flag,flag,long,11450,11543,11553,11552,11563,11547,11544,11552,2019-04-30T04:00:00,2019-05-04T01:00:00,2019-05-04T11:00:00,2019-05-04T21:00:00,5201.998026,5883.914184,5789.546561,5816.459493,5823.548774,5736.263538,5889.149521,5772.343985,5771.484101,5736.263538,6548.482902,false,10,93,10,10,0.019293,0.156625,0.123179,8.669665,-0.00151,8.680867,-0.002003,7.55081,0.004638,0.464854,0.037651,0.505094,42.476092,0.424761,4.009297,固定持有期
baseline,bull_flag,flag,long,11637,11668,11678,11677,11688,11674,11672,11674,2019-05-07T23:00:00,2019-05-09T06:00:00,2019-05-09T16:00:00,2019-05-10T02:00:00,5846.328569,6117.767085,6111.885571,6275.099663,6111.498129,6020.70967,6136.2756,6060.480878,6056.862078,6020.70967,6395.653603,false,10,31,10,10,0.010005,0.220463,0.045383,8.717927,-0.001497,8.721973,-0.001243,3.961551,0.026354,2.670438,0.580699,1.790101,262.990353,2.629904,4.053409,固定持有期
baseline,bull_flag,flag,long,11674,11741,11751,11750,11761,11749,11747,11750,2019-05-09T12:00:00,2019-05-12T07:00:00,2019-05-12T17:00:00,2019-05-13T03:00:00,6056.862078,7480.448641,6939.236102,7024.204206,7480.498342,6688.648161,7514.963571,6853.89732,6819.070657,6688.648161,8570.21319,false,10,67,10,10,0.09257,0.438509,0.211101,8.920055,-0.011189,8.924651,-0.009208,4.048274,0.01217,1.224459,0.057651,0.339075,118.421415,1.184214,4.024489,固定持有期
baseline,bull_flag,flag,long,11750,11789,11804,11803,11819,11790,11794,11802,2019-05-12T16:00:00,2019-05-14T07:00:00,2019-05-14T22:00:00,2019-05-15T13:00:00,6819.070657,8321.619681,7909.7038,7961.765457,8021.849547,7658.514872,8388.889627,7834.928551,7705.942583,7658.514872,9652.568527,false,15,39,15,15,0.076865,0.385997,0.199134,8.989924,-0.00309,9.034663,-0.004554,2.594414,0.00656,0.6582,0.032945,0.207261,61.80682,0.618068,4.013164,固定持有期
baseline,bear_flag,flag,short,11832,11871,11884,11883,11897,11879,11877,11883,2019-05-16T02:00:00,2019-05-17T17:00:00,2019-05-18T06:00:00,2019-05-18T19:00:00,8293.648117,7050.374708,7358.371874,7238.061461,7045.075186,7396.61625,7188.036382,7555.262766,7412.964583,7555.262766,6255.30264,false,13,39,13,13,0.05015,0.308786,0.162409,8.860084,0.003746,8.880173,0.003833,3.143093,0.016485,1.635014,0.101505,0.611051,159.534104,1.595341,3.9673,固定持有期
baseline,bull_flag,flag,long,11938,11970,11980,11979,11990,11973,11970,11977,2019-05-20T12:00:00,2019-05-21T20:00:00,2019-05-22T06:00:00,2019-05-22T16:00:00,7703.626679,8022.729811,7907.033658,7925.357272,7912.090532,7888.033062,8022.729811,7909.833657,7895.167663,7888.033062,8234.562406,false,10,32,10,10,0.016028,0.394896,0.040588,8.976147,-0.000305,8.990034,-0.001417,2.799387,0.002315,0.231738,0.05703,0.96437,19.169181,0.191692,4.004635,固定持有期
baseline,bull_flag,flag,long,12006,12042,12053,12052,12064,12045,12042,12051,2019-05-23T08:00:00,2019-05-24T20:00:00,2019-05-25T07:00:00,2019-05-25T18:00:00,7553.344054,8075.277224,7958.900964,7993.434419,7980.294155,7923.810652,8075.277224,7950.93513,7933.980229,7923.810652,8508.85796,false,11,36,11,11,0.017652,0.264191,0.066817,8.984731,-0.000646,8.996562,-0.001411,3.580179,0.00433,0.433897,0.064798,0.984131,39.381049,0.39381,4.008678,固定持有期
baseline,bull_pennant,pennant,long,12081,12109,12119,12118,12129,12111,12109,12111,2019-05-26T11:00:00,2019-05-27T15:00:00,2019-05-28T01:00:00,2019-05-28T11:00:00,7907.962573,8799.026646,8765.325336,8734.339008,8605.868423,8742.748941,8799.026646,8748.518972,8633.071998,8742.748941,9752.996487,false,10,28,10,10,0.019041,0.178332,0.106771,9.0602,0.001578,9.082396,-0.000576,4.484507,-0.003541,-0.35351,-0.033168,-1.37251,-39.34396,-0.39344,3.99293,固定持有期
baseline,bull_flag,flag,long,12194,12250,12260,12259,12270,12255,12250,12255,2019-05-31T04:00:00,2019-06-02T12:00:00,2019-06-02T22:00:00,2019-06-03T08:00:00,8155.612342,8785.21669,8732.31956,8455.755613,8667.018375,8617.432861,8785.21669,8692.249104,8642.190056,8617.432861,9406.445074,false,10,56,10,10,0.016414,0.22073,0.074364,9.06728,-0.000574,9.080826,-0.001064,4.958257,-0.032184,-3.16713,-0.432785,-2.407276,-320.649698,-3.206497,3.936657,固定持有期
baseline,bull_flag,flag,long,12352,12393,12403,12402,12413,12398,12402,12401,2019-06-06T18:00:00,2019-06-08T11:00:00,2019-06-08T21:00:00,2019-06-09T07:00:00,7582.273654,7980.599009,7867.576854,7898.993859,7931.022696,7729.51905,7980.529514,7835.632245,7809.335526,7729.51905,8280.890259,false,10,41,10,10,0.021694,0.4237,0.0512,8.978537,-0.002574,8.98476,-0.001832,3.056096,0.003985,0.399323,0.077837,0.227564,35.924264,0.359243,4.007986,固定持有期
baseline,bear_flag,flag,short,12393,12428,12440,12439,12452,12435,12429,12438,2019-06-08T11:00:00,2019-06-09T22:00:00,2019-06-10T10:00:00,2019-06-10T22:00:00,7980.599009,7584.322822,7637.722146,7920.460954,7584.398051,7667.75265,7619.441025,7725.229936,7699.31557,7725.229936,7258.47149,false,12,35,12,12,0.015048,0.295466,0.05093,8.933849,0.000911,8.938458,0.001149,3.19736,-0.03635,-3.701873,-0.713723,-3.231013,-374.261383,-3.742614,4.074037,固定持有期
baseline,bull_pennant,pennant,long,12504,12579,12589,12588,12599,12582,12588,12582,2019-06-13T02:00:00,2019-06-16T05:00:00,2019-06-16T15:00:00,2019-06-17T01:00:00,8058.658165,9274.986752,9201.779605,9108.062992,8995.97001,9059.970865,9274.918691,9205.701384,9015.122649,9059.970865,10590.64452,false,10,75,10,10,0.028418,0.202155,0.140574,9.104532,0.000709,9.135069,-0.000749,5.968024,-0.010237,-1.018462,-0.072822,-0.660866,-105.825814,-1.058258,3.979631,固定持有期
