family,direction,pattern_kind,base_idx,tip_idx,conf_idx,flag_end_idx,exit_idx,support_pivot_idx,resist_pivot_idx,flag_extreme_idx,base_time,tip_time,conf_time,exit_time,base_price,tip_price,conf_price,exit_price,support_tip_price,support_conf_price,resist_tip_price,resist_conf_price,flag_extreme_price,structure_stop_price,flag_width,flag_height_log,flag_height_ratio,pole_width,pole_height_log,support_intercept_log,support_slope,resist_intercept_log,resist_slope,hold_bars,forward_log_return,flag_quality_score,target_price,target_hit,max_favorable_log_return,future_return_r
bear_flag,short,flag,573,609,619,618,629,609,614,614,2018-01-31T23:00:00,2018-02-02T11:00:00,2018-02-02T21:00:00,2018-02-03T07:00:00,10284.453988292218,8299.042404280386,8619.850801056147,8708.848797328106,8299.042404280386,8713.077195594387,8925.930530386255,9442.533162940164,9180.598839033988,9442.533162940164,10,0.10095230034674607,0.4706547995407307,36,0.21449329836911524,9.023895414150449,0.0048684887859608604,9.096715862320732,0.005626370435292511,10,-0.010271835839118282,2.714819678000704,6955.790496799548,false,0.03248999993035895,-0.04788884276207912
bear_flag,short,flag,640,701,711,710,721,710,703,709,2018-02-03T18:00:00,2018-02-06T07:00:00,2018-02-06T17:00:00,2018-02-07T03:00:00,9398.658474480118,6042.210441465615,7006.6294256541405,7199.917032519025,6035.160488738537,7242.383625000346,6428.108481734376,7725.447931425276,7291.801802861449,7725.447931425276,10,0.18798076424053534,0.4254912150487923,61,0.44179705148314063,8.705357726175317,0.018234793499257454,8.768435603151584,0.018383948158383855,10,-0.027212741010462338,3.8501348718355946,4504.422582235539,false,0.0,-0.06159556954739161
bull_flag,long,flag,701,735,746,745,757,741,744,741,2018-02-06T07:00:00,2018-02-07T17:00:00,2018-02-08T04:00:00,2018-02-08T15:00:00,6042.210441465615,8283.577670186734,8149.999999999995,8170.000002,8011.515675831633,7270.893313273559,8283.563635446899,8001.426953955245,7598.648753316736,7270.893313273559,11,0.08630452497778585,0.2735440378153887,34,0.3155050487191815,8.988635245112267,-0.008818255043596346,9.022028545542227,-0.0031503065037954687,11,0.0024509818639391057,3.4297947372269353,11173.254997660453,false,0.0525806457631699,0.00776843943984119
bear_flag,short,flag,796,821,831,830,841,830,823,829,2018-02-10T06:00:00,2018-02-11T07:00:00,2018-02-11T17:00:00,2018-02-12T03:00:00,9034.660299426454,7850.564949472695,8202.440063215287,8480.12275579161,7832.202182249007,8364.614799438074,8004.580543567062,8626.068343379879,8449.333576787405,8626.068343379879,10,0.07350207431613498,0.5232103844369407,25,0.14048282775433663,8.965998998771045,0.006576656450866463,8.987769224753372,0.007477487537455814,10,-0.033293246927639686,2.1467662298899084,7127.416673819648,false,0.017067566189863825,-0.23699157726138484
bull_flag,long,flag,837,862,873,872,884,866,868,871,2018-02-11T23:00:00,2018-02-13T00:00:00,2018-02-13T11:00:00,2018-02-13T22:00:00,8063.632299429121,8915.818273250536,8531.306759527977,8579.874364207124,8746.382537154559,8362.48409889284,8915.757054504867,8552.984394080477,8430.936677000853,8362.48409889284,11,0.055919155043737234,0.5566148648881774,25,0.10046292072162188,9.076395469543069,-0.0040804242350981545,9.095575445873513,-0.003776353900720589,11,0.00567672503177441,1.9870355308547183,9432.917806370016,false,0.01959700730210656,0.05650567384462525
bull_flag,long,flag,871,935,945,944,955,941,935,941,2018-02-13T09:00:00,2018-02-16T01:00:00,2018-02-16T11:00:00,2018-02-16T21:00:00,8430.936677000856,10304.820719105777,9799.318835526547,10055.132800087453,10189.717884614713,9369.188565058459,10304.820719105777,9737.598564824242,9689.158310682084,9369.188565058459,10,0.061604256237128396,0.3069409433784524,64,0.2007039385461571,9.229134440319752,-0.008395266808391245,9.240367095706533,-0.0056617283388848754,10,0.02577035382371129,4.514773427734635,11977.343400636148,false,0.028664666517352444,0.12839984113109335
bull_flag,long,flag,941,983,993,992,1003,987,992,991,2018-02-16T07:00:00,2018-02-18T01:00:00,2018-02-18T11:00:00,2018-02-18T21:00:00,9689.158310682082,11190.089124013903,10549.999999999996,10740.4288336052,10638.753725747842,9879.717151457895,11189.984405925507,10392.528948726247,10100.79825052562,9879.717151457895,10,0.10241403147497685,0.711105212434173,42,0.1440209264173511,9.272258624996523,-0.007401946305935894,9.322774407732659,-0.007393195106957319,10,0.01788915700259608,2.523756998976494,12184.282315646873,false,0.02630927348587342,0.1242122061536806
bull_flag,long,flag,1005,1050,1060,1059,1070,1054,1051,1058,2018-02-18T23:00:00,2018-02-20T20:00:00,2018-02-21T06:00:00,2018-02-21T16:00:00,10383.463316128464,11723.942806191319,11073.093837552733,10427.279712175994,11495.322912529571,10512.834173087673,11833.708448904383,10701.71026216793,10746.109212490785,10512.834173087673,10,0.08708938914584152,0.7172652232161136,45,0.12141866958967462,9.349695528366842,-0.008934343642557551,9.378707386200379,-0.010054854093725972,10,-0.06009276592176782,2.636510652656052,12502.602926078625,false,0.008446618310879117,-0.4949219598999632
bear_flag,short,flag,1050,1075,1085,1084,1095,1075,1080,1084,2018-02-20T20:00:00,2018-02-21T21:00:00,2018-02-22T07:00:00,2018-02-22T17:00:00,11723.942806191319,10257.582082960427,10599.999999994796,9839.760588394813,10257.582082960427,10888.590973711722,10407.271816823566,11062.589232682718,10860.219372766238,11062.589232682718,10,0.057089366831736044,0.42726446037710797,25,0.13361599694331794,9.235772426522727,0.0059698393862395805,9.250260053949946,0.006106430156491294,10,0.07442262079704065,2.4042824892817762,9274.215328132403,false,0.07442262079704065,0.5569888523797935
bull_flag,long,flag,1200,1227,1237,1236,1247,1230,1236,1234,2018-02-27T02:00:00,2018-02-28T05:00:00,2018-02-28T15:00:00,2018-03-01T01:00:00,10149.901865127185,10947.704210877444,10507.354527630374,10417.85134517256,10619.221147609815,10308.02779652113,10947.625248443688,10482.477519643184,10400.321065942866,10308.02779652113,10,0.05129309577738361,0.6778906590784656,27,0.07566573619278394,9.270420953840052,-0.002974268547450388,9.300877839436204,-0.00434175049542165,10,-0.0085546329947217,1.965098491865412,11333.253359083566,false,0.015341830570932302,-0.11305821399696545
bull_flag,long,flag,1324,1361,1371,1370,1381,1366,1364,1369,2018-03-04T06:00:00,2018-03-05T19:00:00,2018-03-06T05:00:00,2018-03-06T15:00:00,11125.406122961753,11669.033059305162,11328.203117143197,10966.258647208151,11587.385389067247,11027.829353186544,11757.475750144049,11239.514603704803,11279.984933892563,11027.829353186544,10,0.03390867548686849,0.7107656235166999,37,0.04770725308730661,9.357672318914062,-0.004949502084851792,9.372244551316038,-0.004505361352461534,10,-0.03247230434005566,2.324160128385701,11881.739436337717,false,0.0,-0.6806575989740963
bear_flag,short,flag,1423,1443,1453,1452,1463,1447,1444,1452,2018-03-08T09:00:00,2018-03-09T05:00:00,2018-03-09T15:00:00,2018-03-10T01:00:00,10049.917145806268,8465.944059147801,8926.833208031556,9287.161734464791,8277.446987187355,8949.56903852291,8785.285125999782,9192.197903929415,9150.698669104297,9192.197903929415,10,0.0777786992821774,0.453486118416651,20,0.17151285590337828,9.021289864953578,0.007807079303562674,9.080833456099041,0.004527689321621259,10,-0.03957127975481889,2.1230834983326567,7519.870011672125,false,0.029722094435321367,-0.23071903004816943
bear_flag,short,flag,1558,1587,1597,1596,1607,1596,1590,1595,2018-03-14T00:00:00,2018-03-15T05:00:00,2018-03-15T15:00:00,2018-03-16T01:00:00,9285.110155480339,7765.3943706173795,8098.866533386938,8005.613522560083,7765.453667258207,8339.458834892705,8066.554050092125,8467.332234853644,8385.697901105497,8467.332234853644,10,0.07685038036280822,0.42996872412240716,29,0.17873481500233446,8.957440158506941,0.007131344683798615,8.995481662646835,0.004848910901783083,10,0.011581131806638112,2.5554503347298976,6773.306027998429,false,0.011581131806638112,0.0647950529754757
bull_flag,long,flag,1670,1701,1711,1710,1721,1703,1705,1710,2018-03-18T16:00:00,2018-03-19T23:00:00,2018-03-20T09:00:00,2018-03-20T19:00:00,7375.9049093261965,8599.995085980765,8436.69144355588,8949.871966357508,8497.116554270146,8313.083909197216,8712.579990230226,8433.7783825701,8331.244557228816,8313.083909197216,10,0.0317487802129115,0.20677446995048487,31,0.15354303759315258,9.047482156017871,-0.002189622880535113,9.072523236114751,-0.0032523078822905248,10,0.059049004054655185,4.141712189825363,9836.827595862353,false,0.059049004054655185,0.38457623986259176
bear_flag,short,flag,1802,1833,1844,1843,1855,1833,1835,1843,2018-03-24T04:00:00,2018-03-25T11:00:00,2018-03-25T22:00:00,2018-03-26T09:00:00,8974.85413952057,8407.082875678836,8449.926913435687,8290.642832543645,8407.082875678836,8609.431666415156,8559.844175849046,8639.520698562197,8624.938494557004,8639.520698562197,11,0.025583281784276934,0.3914682026377153,31,0.06535213233641102,9.036829829024002,0.0021621597884249545,9.054837265214145,0.0008422836674299322,11,0.019030282763724315,2.6599642612394607,7915.3638321388635,false,0.019030282763724315,0.2911960495146931
bear_pennant,short,pennant,1918,1946,1956,1955,1966,1946,1949,1949,2018-03-29T00:00:00,2018-03-30T04:00:00,2018-03-30T14:00:00,2018-03-31T00:00:00,7958.838435903855,6729.975995382992,6832.4346970261795,6994.956152271464,6729.975995382992,6898.120261869457,7320.008032020775,6998.971599253548,7222.180855415005,6998.971599253548,10,0.07058538798884761,0.42087390169557015,28,0.16771148722807716,8.814326855824536,0.0024677371830141115,8.898366704225353,-0.00448482013732294,10,-0.023508258583039066,2.5456051458234557,5777.491511019226,false,0.020473021572795957,-0.1401708312983314
